구분,문항 번호,질문 내용,변수명
개인,Q866-1,디지털 직무의 일과 삶의 균형 인식은?,p866balance
개인,Q866-2,균형 유지의 어려움은?,p866difficulty
개인,Q866-3,균형 유지를 위한 전략은?,p866strategy
개인,Q866-4,정부의 일·생활 균형 정책 인식은?,p866govpolicy
개인,Q866-5,향후 정책 기대는?,p866govhope
개인,Q867-1,디지털 직무의 경력 개발 계획 유무는?,p867plan
개인,Q867-2,경력 개발 주요 목표는?,p867goal
개인,Q867-3,경력 개발 시 장애 요인은?,p867barrier
개인,Q867-4,정부 경력 지원 정책 인식은?,p867govpolicy
개인,Q867-5,향후 정책 기대는?,p867govhope
개인,Q868-1,디지털 직무의 건강 관리 실천 여부는?,p868practice
개인,Q868-2,건강 관리 방법은?,p868method
개인,Q868-3,건강 유지의 어려움은?,p868difficulty
개인,Q868-4,정부 건강 정책 인식은?,p868govpolicy
개인,Q868-5,향후 정책 기대는?,p868govhope
개인,Q869-1,디지털 직무의 직무 만족도는?,p869satisfaction
개인,Q869-2,만족 요인은?,p869factor
개인,Q869-3,불만족 요인은?,p869barrier
개인,Q869-4,정부 직무 만족 정책 인식은?,p869govpolicy
개인,Q869-5,향후 정책 기대는?,p869govhope
