구분,문항 번호,질문 내용,변수명
개인,Q1034-1,디지털 직무의 워라밸 만족도는?,p1034balance
개인,Q1034-2,워라밸 유지 전략은?,p1034strategy
개인,Q1034-3,워라밸 방해 요인은?,p1034barrier
개인,Q1034-4,정부 워라밸 정책 인식은?,p1034govpolicy
개인,Q1034-5,향후 정책 기대는?,p1034govhope
개인,Q1035-1,디지털 직무의 역량 개발 요구도는?,p1035demand
개인,Q1035-2,필요한 역량은?,p1035skill
개인,Q1035-3,역량 개발 장애는?,p1035barrier
개인,Q1035-4,정부 역량 개발 정책 인식은?,p1035govpolicy
개인,Q1035-5,향후 정책 기대는?,p1035govhope
개인,Q1036-1,디지털 직무의 커리어 만족도는?,p1036career
개인,Q1036-2,만족 요인은?,p1036factor
개인,Q1036-3,불만족 요인은?,p1036dissatisfy
개인,Q1036-4,정부 커리어 지원 정책 인식은?,p1036govpolicy
개인,Q1036-5,향후 정책 기대는?,p1036govhope
개인,Q1037-1,디지털 직무의 직장 내 갈등 경험은?,p1037conflict
개인,Q1037-2,갈등 해결 방식은?,p1037method
개인,Q1037-3,갈등 재발 방지 전략은?,p1037prevention
개인,Q1037-4,정부 갈등 해결 지원 정책 인식은?,p1037govpolicy
개인,Q1037-5,향후 정책 기대는?,p1037govhope
