구분,문항 번호,질문 내용,변수명
개인,Q1142-1,디지털 직무의 청년 근로자와의 협업 경험은?,p1142youth
개인,Q1142-2,세대 간 협업 중 어려움은?,p1142barrier
개인,Q1142-3,청년 협업 개선 방안은?,p1142solution
개인,Q1142-4,정부 청년 고용 정책 인식은?,p1142govpolicy
개인,Q1142-5,향후 정책 기대는?,p1142govhope
개인,Q1143-1,디지털 직무의 다양한 배경 근로자와 협업 경험은?,p1143diverse
개인,Q1143-2,배경 차이로 인한 어려움은?,p1143barrier
개인,Q1143-3,다양성 존중 방안은?,p1143solution
개인,Q1143-4,정부 다양성 정책 인식은?,p1143govpolicy
개인,Q1143-5,향후 정책 기대는?,p1143govhope
개인,Q1144-1,디지털 직무의 환경 변화 적응 수준은?,p1144adapt
개인,Q1144-2,환경 변화 적응 장애 요인은?,p1144barrier
개인,Q1144-3,적응 지원 방안은?,p1144solution
개인,Q1144-4,정부 환경 변화 대응 정책 인식은?,p1144govpolicy
개인,Q1144-5,향후 정책 기대는?,p1144govhope
개인,Q1145-1,디지털 직무의 재택근무 경험은?,p1145remote
개인,Q1145-2,재택근무 장점은?,p1145adv
개인,Q1145-3,재택근무 단점은?,p1145disadv
개인,Q1145-4,정부 재택근무 정책 인식은?,p1145govpolicy
개인,Q1145-5,향후 정책 기대는?,p1145govhope
