구분,문항 번호,질문 내용,변수명
개인,Q830-1,디지털 직무의 경력 발전 가능성 인식은?,p830growth
개인,Q830-2,경력 발전을 위한 노력은?,p830effort
개인,Q830-3,경력 발전 장애 요인은?,p830barrier
개인,Q830-4,정부 경력 개발 정책 인식은?,p830govpolicy
개인,Q830-5,향후 정책 기대는?,p830govhope
개인,Q831-1,디지털 직무의 개인 역량 발휘 정도는?,p831capacity
개인,Q831-2,역량 발휘 사례는?,p831example
개인,Q831-3,역량 발휘 장애 요인은?,p831barrier
개인,Q831-4,정부 역량 개발 정책 인식은?,p831govpolicy
개인,Q831-5,향후 정책 기대는?,p831govhope
개인,Q832-1,디지털 직무의 데이터 활용 경험은?,p832datause
개인,Q832-2,활용 목적은?,p832purpose
개인,Q832-3,활용 시 어려움은?,p832barrier
개인,Q832-4,정부 데이터 활용 정책 인식은?,p832govpolicy
개인,Q832-5,향후 정책 기대는?,p832govhope
개인,Q833-1,디지털 직무의 보안 인식은?,p833security
개인,Q833-2,보안 사고 경험은?,p833incident
개인,Q833-3,보안 강화 필요성 인식은?,p833need
개인,Q833-4,정부 보안 정책 인식은?,p833govpolicy
개인,Q833-5,향후 정책 기대는?,p833govhope
