구분,문항 번호,질문 내용,변수명
개인,Q1330-1,디지털 직무의 AI 기반 콘텐츠 추천 시스템 사용 경험은?,p1330recommend
개인,Q1330-2,사용 목적은?,p1330purpose
개인,Q1330-3,사용 시 장애 요인은?,p1330barrier
개인,Q1330-4,정부 콘텐츠 추천 정책 인식은?,p1330govpolicy
개인,Q1330-5,향후 정책 기대는?,p1330govhope
개인,Q1331-1,디지털 직무의 AI 기반 검색 최적화 시스템 사용 경험은?,p1331search
개인,Q1331-2,사용 목적은?,p1331purpose
개인,Q1331-3,사용 시 장애 요인은?,p1331barrier
개인,Q1331-4,정부 검색 정책 인식은?,p1331govpolicy
개인,Q1331-5,향후 정책 기대는?,p1331govhope
개인,Q1332-1,디지털 직무의 AI 기반 이미지 자동 태깅 시스템 사용 경험은?,p1332tag
개인,Q1332-2,사용 목적은?,p1332purpose
개인,Q1332-3,사용 시 장애 요인은?,p1332barrier
개인,Q1332-4,정부 이미지 태깅 정책 인식은?,p1332govpolicy
개인,Q1332-5,향후 정책 기대는?,p1332govhope
개인,Q1333-1,디지털 직무의 AI 기반 자동 영상 편집 도구 사용 경험은?,p1333edit
개인,Q1333-2,사용 목적은?,p1333purpose
개인,Q1333-3,사용 시 장애 요인은?,p1333barrier
개인,Q1333-4,정부 영상 편집 정책 인식은?,p1333govpolicy
개인,Q1333-5,향후 정책 기대는?,p1333govhope
