구분,문항 번호,질문 내용,변수명
개인,Q686-1,디지털 직무의 환경 인식 수준은?,p686environment
개인,Q686-2,환경보호 실천 내용은?,p686practice
개인,Q686-3,환경보호 장애 요인은?,p686barrier
개인,Q686-4,정부 환경 정책 인식은?,p686govpolicy
개인,Q686-5,향후 정책 기대는?,p686govhope
개인,Q687-1,디지털 직무와 창의성 향상 인식은?,p687creativity
개인,Q687-2,창의성 발휘 경험은?,p687experience
개인,Q687-3,창의성 저해 요인은?,p687barrier
개인,Q687-4,정부 창의성 정책 인식은?,p687govpolicy
개인,Q687-5,향후 정책 기대는?,p687govhope
개인,Q688-1,디지털 직무의 자기주도성 인식은?,p688self
개인,Q688-2,자기주도적 행동 경험은?,p688experience
개인,Q688-3,자기주도성 저해 요인은?,p688barrier
개인,Q688-4,정부 자기주도성 정책 인식은?,p688govpolicy
개인,Q688-5,향후 정책 기대는?,p688govhope
개인,Q689-1,디지털 직무의 자아실현 기여 인식은?,p689selfreal
개인,Q689-2,자아실현 경험은?,p689experience
개인,Q689-3,자아실현 장애 요인은?,p689barrier
개인,Q689-4,정부 자아실현 정책 인식은?,p689govpolicy
개인,Q689-5,향후 정책 기대는?,p689govhope
