구분,문항 번호,질문 내용,변수명
개인,Q750-1,디지털 직무와 관련된 글로벌 진출 의향은?,p750globalintent
개인,Q750-2,글로벌 진출 동기는?,p750motivation
개인,Q750-3,글로벌 진출 장애 요인은?,p750barrier
개인,Q750-4,정부 글로벌 진출 지원 정책 인식은?,p750govpolicy
개인,Q750-5,향후 정책 기대는?,p750govhope
개인,Q751-1,디지털 직무의 사회적 평판 인식은?,p751reputation
개인,Q751-2,평판 형성 요인은?,p751factor
개인,Q751-3,부정적 평판 경험은?,p751negative
개인,Q751-4,정부 평판 개선 정책 인식은?,p751govpolicy
개인,Q751-5,향후 정책 기대는?,p751govhope
개인,Q752-1,디지털 직무의 지속 가능성 인식은?,p752sustainability
개인,Q752-2,지속 가능성 위협 요인은?,p752threat
개인,Q752-3,지속 가능성 확보 방안은?,p752solution
개인,Q752-4,정부 지속 가능성 정책 인식은?,p752govpolicy
개인,Q752-5,향후 정책 기대는?,p752govhope
개인,Q753-1,디지털 직무의 삶의 질 향상 기여도는?,p753quality
개인,Q753-2,삶의 질 향상 요인은?,p753factor
개인,Q753-3,삶의 질 저하 요인은?,p753barrier
개인,Q753-4,정부 삶의 질 정책 인식은?,p753govpolicy
개인,Q753-5,향후 정책 기대는?,p753govhope
