구분,문항 번호,질문 내용,변수명
개인,Q299-1,디지털 기술 변화에 대한 관심 수준은?,p299interest
개인,Q299-2,정보 탐색 빈도는?,p299searchfreq
개인,Q299-3,정보 탐색 경로는?,p299searchway
개인,Q299-4,정보 활용 수준은?,p299uselevel
개인,Q299-5,정부 정보 제공 만족도는?,p299govinfo
개인,Q300-1,디지털 격차 개선 정책 인식은?,p300polaware
개인,Q300-2,정책 접근 경로는?,p300polaccess
개인,Q300-3,정책 체감도는?,p300polfeel
개인,Q300-4,정책 참여 경험은?,p300poljoin
개인,Q300-5,정책 개선 기대는?,p300polhope
개인,Q301-1,디지털 환경 변화에 따른 심리 변화는?,p301mentalchange
개인,Q301-2,긍정적 영향 인식은?,p301posimpact
개인,Q301-3,부정적 영향 인식은?,p301negimpact
개인,Q301-4,심리 변화 대응 방법은?,p301coping
개인,Q301-5,지원 필요 인식은?,p301support
개인,Q302-1,디지털 활용의 생활 영향 인식은?,p302impactaware
개인,Q302-2,생활 변화 체감 영역은?,p302changearea
개인,Q302-3,생활 향상 인식은?,p302betterlife
개인,Q302-4,불편 경험은?,p302inconvenience
개인,Q302-5,정부 역할 기대는?,p302govrole
개인,Q303-1,디지털 사회 정책 평가 수준은?,p303polsat
개인,Q303-2,평가 기준은?,p303polcriteria
개인,Q303-3,개선 필요 정책은?,p303polfix
개인,Q303-4,정책 참여 의향은?,p303poljoinwill
개인,Q303-5,향후 기대 정책은?,p303polhope
