구분,문항 번호,질문 내용,변수명
개인,Q1302-1,디지털 직무의 AI 기반 재무 관리 시스템 사용 경험은?,p1302finance
개인,Q1302-2,사용 목적은?,p1302purpose
개인,Q1302-3,사용 시 장애 요인은?,p1302barrier
개인,Q1302-4,정부 재무 관리 시스템 정책 인식은?,p1302govpolicy
개인,Q1302-5,향후 정책 기대는?,p1302govhope
개인,Q1303-1,디지털 직무의 AI 기반 법률 자문 시스템 사용 경험은?,p1303legal
개인,Q1303-2,사용 목적은?,p1303purpose
개인,Q1303-3,사용 시 장애 요인은?,p1303barrier
개인,Q1303-4,정부 법률 자문 시스템 정책 인식은?,p1303govpolicy
개인,Q1303-5,향후 정책 기대는?,p1303govhope
개인,Q1304-1,디지털 직무의 AI 기반 위험 분석 시스템 사용 경험은?,p1304risk
개인,Q1304-2,사용 목적은?,p1304purpose
개인,Q1304-3,사용 시 장애 요인은?,p1304barrier
개인,Q1304-4,정부 위험 분석 시스템 정책 인식은?,p1304govpolicy
개인,Q1304-5,향후 정책 기대는?,p1304govhope
개인,Q1305-1,디지털 직무의 AI 기반 공급망 관리 시스템 사용 경험은?,p1305scm
개인,Q1305-2,사용 목적은?,p1305purpose
개인,Q1305-3,사용 시 장애 요인은?,p1305barrier
개인,Q1305-4,정부 공급망 시스템 정책 인식은?,p1305govpolicy
개인,Q1305-5,향후 정책 기대는?,p1305govhope
