구분,문항 번호,질문 내용,변수명
개인,Q1258-1,디지털 직무의 데이터 분석 도구 사용 경험은?,p1258data
개인,Q1258-2,사용 목적은?,p1258purpose
개인,Q1258-3,사용 시 장애 요인은?,p1258barrier
개인,Q1258-4,정부 데이터 분석 도구 정책 인식은?,p1258govpolicy
개인,Q1258-5,향후 정책 기대는?,p1258govhope
개인,Q1259-1,디지털 직무의 클라우드 협업 시스템 사용 경험은?,p1259cloudcollab
개인,Q1259-2,사용 목적은?,p1259purpose
개인,Q1259-3,사용 시 장애 요인은?,p1259barrier
개인,Q1259-4,정부 클라우드 협업 정책 인식은?,p1259govpolicy
개인,Q1259-5,향후 정책 기대는?,p1259govhope
개인,Q1260-1,디지털 직무의 온라인 교육 플랫폼 활용 경험은?,p1260edtech
개인,Q1260-2,활용 목적은?,p1260purpose
개인,Q1260-3,활용 시 어려움은?,p1260barrier
개인,Q1260-4,정부 온라인 교육 정책 인식은?,p1260govpolicy
개인,Q1260-5,향후 정책 기대는?,p1260govhope
개인,Q1261-1,디지털 직무의 업무 자동화 경험은?,p1261rpa
개인,Q1261-2,자동화 목적은?,p1261purpose
개인,Q1261-3,자동화 시 장애 요인은?,p1261barrier
개인,Q1261-4,정부 RPA 정책 인식은?,p1261govpolicy
개인,Q1261-5,향후 정책 기대는?,p1261govhope
