구분,문항 번호,질문 내용,변수명
개인,Q1334-1,디지털 직무의 AI 기반 실시간 자막 생성 시스템 사용 경험은?,p1334caption
개인,Q1334-2,사용 목적은?,p1334purpose
개인,Q1334-3,사용 시 장애 요인은?,p1334barrier
개인,Q1334-4,정부 자막 생성 정책 인식은?,p1334govpolicy
개인,Q1334-5,향후 정책 기대는?,p1334govhope
개인,Q1335-1,디지털 직무의 AI 기반 음성 합성 시스템 사용 경험은?,p1335tts
개인,Q1335-2,사용 목적은?,p1335purpose
개인,Q1335-3,사용 시 장애 요인은?,p1335barrier
개인,Q1335-4,정부 음성 합성 정책 인식은?,p1335govpolicy
개인,Q1335-5,향후 정책 기대는?,p1335govhope
개인,Q1336-1,디지털 직무의 AI 기반 가상 비서 시스템 사용 경험은?,p1336assistant
개인,Q1336-2,사용 목적은?,p1336purpose
개인,Q1336-3,사용 시 장애 요인은?,p1336barrier
개인,Q1336-4,정부 가상 비서 정책 인식은?,p1336govpolicy
개인,Q1336-5,향후 정책 기대는?,p1336govhope
개인,Q1337-1,디지털 직무의 AI 기반 자동 이메일 분류 시스템 사용 경험은?,p1337email
개인,Q1337-2,사용 목적은?,p1337purpose
개인,Q1337-3,사용 시 장애 요인은?,p1337barrier
개인,Q1337-4,정부 이메일 분류 정책 인식은?,p1337govpolicy
개인,Q1337-5,향후 정책 기대는?,p1337govhope
