구분,문항 번호,질문 내용,변수명
개인,Q1162-1,디지털 직무의 창의성 발휘 수준은?,p1162creativity
개인,Q1162-2,창의성 발휘 저해 요인은?,p1162barrier
개인,Q1162-3,창의성 향상 방안은?,p1162solution
개인,Q1162-4,정부 창의성 정책 인식은?,p1162govpolicy
개인,Q1162-5,향후 정책 기대는?,p1162govhope
개인,Q1163-1,디지털 직무의 혁신 기여 인식은?,p1163innovation
개인,Q1163-2,혁신 기여 어려움은?,p1163barrier
개인,Q1163-3,혁신 기여 촉진 방안은?,p1163solution
개인,Q1163-4,정부 혁신 정책 인식은?,p1163govpolicy
개인,Q1163-5,향후 정책 기대는?,p1163govhope
개인,Q1164-1,디지털 직무의 문제 해결 능력 인식은?,p1164solve
개인,Q1164-2,문제 해결 장애 요인은?,p1164barrier
개인,Q1164-3,문제 해결력 향상 방안은?,p1164solution
개인,Q1164-4,정부 문제 해결 정책 인식은?,p1164govpolicy
개인,Q1164-5,향후 정책 기대는?,p1164govhope
개인,Q1165-1,디지털 직무의 소통 만족도는?,p1165comm
개인,Q1165-2,소통 장애 요인은?,p1165barrier
개인,Q1165-3,소통 개선 방안은?,p1165solution
개인,Q1165-4,정부 소통 정책 인식은?,p1165govpolicy
개인,Q1165-5,향후 정책 기대는?,p1165govhope
