구분,문항 번호,질문 내용,변수명
개인,Q264-1,디지털 사회에서의 소속감 수준은?,p264belongfeel
개인,Q264-2,소속감 저해 요인은?,p264belongbarrier
개인,Q264-3,소속감 형성 방법은?,p264belongmethod
개인,Q264-4,정부 정책 역할 인식은?,p264belonggov
개인,Q264-5,향후 기대 변화는?,p264belongfuture
개인,Q265-1,디지털 콘텐츠 소비 경로는?,p265contentroute
개인,Q265-2,콘텐츠 신뢰도 판단 기준은?,p265contenttrust
개인,Q265-3,부정확한 정보 경험 여부는?,p265contentwrong
개인,Q265-4,정보 확인 방법은?,p265contentcheck
개인,Q265-5,정부의 역할 기대는?,p265contentgov
개인,Q266-1,디지털 정보 격차 인식 수준은?,p266infogapaware
개인,Q266-2,정보 접근 어려움은?,p266infoaccessbarrier
개인,Q266-3,정보 활용 수준은?,p266infouselevel
개인,Q266-4,정보 부족 체감 정도는?,p266infoshortfeel
개인,Q266-5,해소 정책 인식은?,p266infopolaware
개인,Q267-1,디지털 행정서비스 만족도는?,p267adminsat
개인,Q267-2,주 이용 서비스는?,p267admintype
개인,Q267-3,이용 불편 사항은?,p267adminproblem
개인,Q267-4,개선 희망 사항은?,p267adminhope
개인,Q267-5,정부 지원 기대는?,p267admingov
개인,Q268-1,디지털 공공참여 경험은?,p268pubparticipate
개인,Q268-2,참여 채널은?,p268pubchannel
개인,Q268-3,참여 만족도는?,p268pubsat
개인,Q268-4,참여 장애 요인은?,p268pubbarrier
개인,Q268-5,지속 참여 의향은?,p268pubwill
