구분,문항 번호,질문 내용,변수명
개인,Q234-1,디지털 기술 신뢰 수준은?,p234trustlevel
개인,Q234-2,신뢰 원천은?,p234trustsource
개인,Q234-3,불신 경험 여부는?,p234distrustexp
개인,Q234-4,정부 역할 인식은?,p234govrole
개인,Q234-5,향후 신뢰 변화 예측은?,p234trustfuture
개인,Q235-1,디지털 기술에 대한 교육 경험은?,p235techeduexp
개인,Q235-2,교육 내용은?,p235techeducontent
개인,Q235-3,교육 채널은?,p235techeduchannel
개인,Q235-4,교육 만족도는?,p235techedusat
개인,Q235-5,재교육 희망 여부는?,p235techeduwill
개인,Q236-1,디지털 윤리 인식 수준은?,p236ethicaware
개인,Q236-2,윤리 문제 경험 여부는?,p236ethicexp
개인,Q236-3,윤리 문제 대응 방식은?,p236ethicreact
개인,Q236-4,윤리 교육 경험 여부는?,p236ethicedu
개인,Q236-5,추가 교육 희망은?,p236ethicwill
개인,Q237-1,디지털 환경에서의 스트레스 경험은?,p237stress
개인,Q237-2,스트레스 원인은?,p237stresswhy
개인,Q237-3,극복 방식은?,p237stresssolve
개인,Q237-4,지원 필요성 인식은?,p237stresshelp
개인,Q237-5,정부 정책 기대는?,p237stressgov
개인,Q238-1,디지털 환경에서의 피로감 정도는?,p238fatigue
개인,Q238-2,피로 원인은?,p238fatiguewhy
개인,Q238-3,완화 방식은?,p238fatiguesolve
개인,Q238-4,지원 제도 인식은?,p238fatiguepolicy
개인,Q238-5,제도 개선 희망 사항은?,p238fatiguehope
