구분,문항 번호,질문 내용,변수명
개인,Q826-1,디지털 직무의 스트레스 수준은?,p826stress
개인,Q826-2,스트레스 원인은?,p826cause
개인,Q826-3,스트레스 해소 방법은?,p826relief
개인,Q826-4,정부 스트레스 관리 정책 인식은?,p826govpolicy
개인,Q826-5,향후 정책 기대는?,p826govhope
개인,Q827-1,디지털 직무의 직무 만족도는?,p827satisfaction
개인,Q827-2,만족 요인은?,p827factor
개인,Q827-3,불만족 요인은?,p827barrier
개인,Q827-4,정부 직무 만족 정책 인식은?,p827govpolicy
개인,Q827-5,향후 정책 기대는?,p827govhope
개인,Q828-1,디지털 직무의 고용 안정성 인식은?,p828security
개인,Q828-2,불안 요인은?,p828anxiety
개인,Q828-3,안정성 강화 방안은?,p828solution
개인,Q828-4,정부 고용 안정 정책 인식은?,p828govpolicy
개인,Q828-5,향후 정책 기대는?,p828govhope
개인,Q829-1,디지털 직무의 윤리적 갈등 경험은?,p829conflict
개인,Q829-2,갈등 원인은?,p829cause
개인,Q829-3,해결 방법은?,p829solution
개인,Q829-4,정부 윤리 정책 인식은?,p829govpolicy
개인,Q829-5,향후 정책 기대는?,p829govhope
