구분,문항 번호,질문 내용,변수명
개인,Q1090-1,디지털 직무의 직무 자율성 수준은?,p1090autonomy
개인,Q1090-2,자율성 제약 요인은?,p1090barrier
개인,Q1090-3,자율성 증진 방안은?,p1090solution
개인,Q1090-4,정부 자율성 정책 인식은?,p1090govpolicy
개인,Q1090-5,향후 정책 기대는?,p1090govhope
개인,Q1091-1,디지털 직무의 다양성 수용 경험은?,p1091diversity
개인,Q1091-2,다양성 수용 장애 요인은?,p1091barrier
개인,Q1091-3,다양성 촉진 방안은?,p1091solution
개인,Q1091-4,정부 다양성 정책 인식은?,p1091govpolicy
개인,Q1091-5,향후 정책 기대는?,p1091govhope
개인,Q1092-1,디지털 직무의 커뮤니케이션 효율성은?,p1092comm
개인,Q1092-2,커뮤니케이션 장애 요인은?,p1092barrier
개인,Q1092-3,효율적 커뮤니케이션 방안은?,p1092solution
개인,Q1092-4,정부 커뮤니케이션 정책 인식은?,p1092govpolicy
개인,Q1092-5,향후 정책 기대는?,p1092govhope
개인,Q1093-1,디지털 직무의 고객 응대 만족도는?,p1093service
개인,Q1093-2,고객 응대 어려움은?,p1093barrier
개인,Q1093-3,응대 개선 방안은?,p1093solution
개인,Q1093-4,정부 고객 응대 정책 인식은?,p1093govpolicy
개인,Q1093-5,향후 정책 기대는?,p1093govhope
