구분,문항 번호,질문 내용,변수명
개인,Q194-1,디지털 기술 불안감 인식은?,p194techanxiety
개인,Q194-2,불안감 원인은?,p194techwhy
개인,Q194-3,불안 완화 방법은?,p194techrelieve
개인,Q194-4,정부 지원 필요성 인식은?,p194techgov
개인,Q194-5,향후 태도 변화 의향은?,p194techchange
개인,Q195-1,디지털 전환 준비도는?,p195digitalready
개인,Q195-2,변화 대응 전략은?,p195strategy
개인,Q195-3,준비 부족 원인은?,p195noreadywhy
개인,Q195-4,도움이 되는 자원은?,p195resource
개인,Q195-5,향후 준비 계획은?,p195plan
개인,Q196-1,정보 활용 경험은?,p196infoexp
개인,Q196-2,활용 분야는?,p196infotype
개인,Q196-3,활용 목적은?,p196infowhy
개인,Q196-4,만족도는?,p196infosat
개인,Q196-5,정보 격차 체감 여부는?,p196infogapfeel
개인,Q197-1,디지털 경제 참여 경험은?,p197digieconexp
개인,Q197-2,참여 분야는?,p197digieconfield
개인,Q197-3,참여 만족도는?,p197digieconsat
개인,Q197-4,장애 요인은?,p197digieconbarrier
개인,Q197-5,지속 참여 의향은?,p197digieconwill
개인,Q198-1,디지털 학습 경험은?,p198learnexp
개인,Q198-2,학습 형태는?,p198learntype
개인,Q198-3,학습 목적은?,p198learnwhy
개인,Q198-4,학습 만족도는?,p198learnsat
개인,Q198-5,추가 학습 의향은?,p198learnwill
