구분,문항 번호,질문 내용,변수명
개인,Q1106-1,디지털 직무의 정보 접근성 수준은?,p1106access
개인,Q1106-2,정보 접근의 장애 요인은?,p1106barrier
개인,Q1106-3,정보 접근 개선 방안은?,p1106solution
개인,Q1106-4,정부 정보 접근 정책 인식은?,p1106govpolicy
개인,Q1106-5,향후 정책 기대는?,p1106govhope
개인,Q1107-1,디지털 직무의 개인정보 보호 인식은?,p1107privacy
개인,Q1107-2,개인정보 침해 경험은?,p1107violation
개인,Q1107-3,보호 조치 만족도는?,p1107satisfaction
개인,Q1107-4,정부 개인정보 정책 인식은?,p1107govpolicy
개인,Q1107-5,향후 정책 기대는?,p1107govhope
개인,Q1108-1,디지털 직무의 업무 자동화 인식은?,p1108automation
개인,Q1108-2,자동화 도입 장점은?,p1108advantage
개인,Q1108-3,자동화 도입 단점은?,p1108disadvantage
개인,Q1108-4,정부 자동화 정책 인식은?,p1108govpolicy
개인,Q1108-5,향후 정책 기대는?,p1108govhope
개인,Q1109-1,디지털 직무의 원격근무 경험은?,p1109remote
개인,Q1109-2,원격근무의 장점은?,p1109advantage
개인,Q1109-3,원격근무의 단점은?,p1109disadvantage
개인,Q1109-4,정부 원격근무 정책 인식은?,p1109govpolicy
개인,Q1109-5,향후 정책 기대는?,p1109govhope
