구분,문항 번호,질문 내용,변수명
개인,Q389-1,디지털 기술에 대한 전반적 인식은?,p389perception
개인,Q389-2,긍정적 인식 이유는?,p389positive
개인,Q389-3,부정적 인식 이유는?,p389negative
개인,Q389-4,인식 변화 경험은?,p389change
개인,Q389-5,정부 인식 개선 기대는?,p389govhope
개인,Q390-1,디지털 환경 변화 체감도는?,p390sense
개인,Q390-2,긍정적 변화는?,p390positive
개인,Q390-3,부정적 변화는?,p390negative
개인,Q390-4,변화 대응 방법은?,p390coping
개인,Q390-5,정부 변화 대응 정책 기대는?,p390govhope
개인,Q391-1,디지털 정보 수용 태도는?,p391attitude
개인,Q391-2,수용 장애 요인은?,p391barrier
개인,Q391-3,수용 촉진 요인은?,p391promote
개인,Q391-4,정부 수용 지원 정책 인식은?,p391govsupport
개인,Q391-5,정책 개선 기대는?,p391govhope
개인,Q392-1,디지털 정보 활용 실태는?,p392usage
개인,Q392-2,정보 접근 경로는?,p392channel
개인,Q392-3,활용의 어려움은?,p392difficulty
개인,Q392-4,개선 필요성 인식은?,p392fixneed
개인,Q392-5,정부 지원 정책 만족도는?,p392govsat
개인,Q393-1,디지털 사회 참여 의향은?,p393will
개인,Q393-2,참여 경험 여부는?,p393exp
개인,Q393-3,참여 장애 요인은?,p393barrier
개인,Q393-4,참여 기대 효과는?,p393expect
개인,Q393-5,정부 참여 촉진 정책 인식은?,p393govpolicy
