구분,문항 번호,질문 내용,변수명
개인,Q918-1,디지털 직무의 조직 내 인정 경험은?,p918recognition
개인,Q918-2,인정 받은 방식은?,p918method
개인,Q918-3,인정 부족 시 느끼는 영향은?,p918impact
개인,Q918-4,정부 조직 인정 정책 인식은?,p918govpolicy
개인,Q918-5,향후 정책 기대는?,p918govhope
개인,Q919-1,디지털 직무의 보상 만족도는?,p919reward
개인,Q919-2,만족하는 보상 형태는?,p919type
개인,Q919-3,보상 부족 시 대응 방식은?,p919response
개인,Q919-4,정부 보상 정책 인식은?,p919govpolicy
개인,Q919-5,향후 정책 기대는?,p919govhope
개인,Q920-1,디지털 직무의 건강 영향 체감도는?,p920health
개인,Q920-2,경험한 건강 문제는?,p920problem
개인,Q920-3,건강 문제 대응 방법은?,p920coping
개인,Q920-4,정부 직무 건강 정책 인식은?,p920govpolicy
개인,Q920-5,향후 정책 기대는?,p920govhope
개인,Q921-1,디지털 직무의 사회적 거리감 체감도는?,p921distance
개인,Q921-2,거리감 형성 요인은?,p921factor
개인,Q921-3,거리감 해소 방법은?,p921solution
개인,Q921-4,정부 사회 통합 정책 인식은?,p921govpolicy
개인,Q921-5,향후 정책 기대는?,p921govhope
