구분,문항 번호,질문 내용,변수명
개인,Q742-1,디지털 직무의 직장 내 차별 경험은?,p742discrimination
개인,Q742-2,차별 유형은?,p742type
개인,Q742-3,차별 대응 방식은?,p742response
개인,Q742-4,정부 차별 해소 정책 인식은?,p742govpolicy
개인,Q742-5,향후 정책 기대는?,p742govhope
개인,Q743-1,디지털 직무의 갈등 경험은?,p743conflict
개인,Q743-2,갈등의 주요 원인은?,p743cause
개인,Q743-3,갈등 해결 방식은?,p743resolution
개인,Q743-4,정부 갈등 해결 정책 인식은?,p743govpolicy
개인,Q743-5,향후 정책 기대는?,p743govhope
개인,Q744-1,디지털 직무의 권리 보호 인식은?,p744rights
개인,Q744-2,권리 침해 경험은?,p744violation
개인,Q744-3,권리 보호 노력은?,p744effort
개인,Q744-4,정부 권리 보호 정책 인식은?,p744govpolicy
개인,Q744-5,향후 정책 기대는?,p744govhope
개인,Q745-1,디지털 직무에서의 창의성 발휘 경험은?,p745creativity
개인,Q745-2,창의성 발휘 요인은?,p745factor
개인,Q745-3,창의성 저해 요인은?,p745barrier
개인,Q745-4,정부 창의성 정책 인식은?,p745govpolicy
개인,Q745-5,향후 정책 기대는?,p745govhope
