구분,문항 번호,질문 내용,변수명
개인,Q886-1,디지털 직무의 직무 회복탄력성 수준은?,p886resilience
개인,Q886-2,회복탄력성 강화 요인은?,p886factor
개인,Q886-3,회복탄력성 저해 요인은?,p886barrier
개인,Q886-4,정부 회복탄력성 정책 인식은?,p886govpolicy
개인,Q886-5,향후 정책 기대는?,p886govhope
개인,Q887-1,디지털 직무의 평생교육 참여 경험은?,p887lifelong
개인,Q887-2,참여 동기는?,p887motivation
개인,Q887-3,참여의 어려움은?,p887barrier
개인,Q887-4,정부 평생교육 정책 인식은?,p887govpolicy
개인,Q887-5,향후 정책 기대는?,p887govhope
개인,Q888-1,디지털 직무의 인공지능 활용 빈도는?,p888aifreq
개인,Q888-2,AI 활용 분야는?,p888field
개인,Q888-3,활용의 장애 요인은?,p888barrier
개인,Q888-4,정부 AI 정책 인식은?,p888govpolicy
개인,Q888-5,향후 정책 기대는?,p888govhope
개인,Q889-1,디지털 직무의 미래 직무 변화 예상은?,p889future
개인,Q889-2,변화 대응 전략은?,p889strategy
개인,Q889-3,변화에 대한 두려움 수준은?,p889fear
개인,Q889-4,정부 직무 변화 지원 정책 인식은?,p889govpolicy
개인,Q889-5,향후 정책 기대는?,p889govhope
