구분,문항 번호,질문 내용,변수명
개인,Q399-1,디지털 교육 만족도는?,p399satisfaction
개인,Q399-2,만족 요인은?,p399reason
개인,Q399-3,불만족 요인은?,p399dissatisfaction
개인,Q399-4,교육 개선 희망 사항은?,p399hope
개인,Q399-5,정부 교육 정책 인식은?,p399govpolicy
개인,Q400-1,디지털 기술의 미래 발전 가능성은?,p400future
개인,Q400-2,기대되는 발전 영역은?,p400expect
개인,Q400-3,우려되는 발전 영역은?,p400concern
개인,Q400-4,정부의 역할은?,p400govrole
개인,Q400-5,기대 실현 가능성 인식은?,p400possible
개인,Q401-1,디지털 환경 변화 적응력은?,p401adapt
개인,Q401-2,적응을 위한 노력은?,p401effort
개인,Q401-3,적응의 어려움은?,p401difficulty
개인,Q401-4,지원 필요성 인식은?,p401need
개인,Q401-5,정부 적응 지원 정책 인식은?,p401govpolicy
개인,Q402-1,디지털 기술 활용 의향은?,p402intention
개인,Q402-2,의향에 영향을 준 요인은?,p402factor
개인,Q402-3,의향을 저해하는 요인은?,p402barrier
개인,Q402-4,의향 강화를 위한 방안은?,p402enhance
개인,Q402-5,정부 기술 활용 촉진 정책 인식은?,p402govpolicy
개인,Q403-1,디지털 전환의 삶의 질 영향 인식은?,p403impact
개인,Q403-2,삶의 질 향상 요소는?,p403improve
개인,Q403-3,삶의 질 저하 요소는?,p403worsen
개인,Q403-4,삶의 질 유지 노력은?,p403effort
개인,Q403-5,정부 삶의 질 개선 정책 인식은?,p403govpolicy
