구분,문항 번호,질문 내용,변수명
개인,Q1346-1,디지털 직무의 AI 기반 생체 정보 기반 보안 시스템 사용 경험은?,p1346biometric
개인,Q1346-2,사용 목적은?,p1346purpose
개인,Q1346-3,사용 시 장애 요인은?,p1346barrier
개인,Q1346-4,정부 생체 보안 정책 인식은?,p1346govpolicy
개인,Q1346-5,향후 정책 기대는?,p1346govhope
개인,Q1347-1,디지털 직무의 AI 기반 안면 인식 시스템 사용 경험은?,p1347face
개인,Q1347-2,사용 목적은?,p1347purpose
개인,Q1347-3,사용 시 장애 요인은?,p1347barrier
개인,Q1347-4,정부 안면 인식 정책 인식은?,p1347govpolicy
개인,Q1347-5,향후 정책 기대는?,p1347govhope
개인,Q1348-1,디지털 직무의 AI 기반 행동 기반 인증 시스템 사용 경험은?,p1348behavior
개인,Q1348-2,사용 목적은?,p1348purpose
개인,Q1348-3,사용 시 장애 요인은?,p1348barrier
개인,Q1348-4,정부 행동 인증 정책 인식은?,p1348govpolicy
개인,Q1348-5,향후 정책 기대는?,p1348govhope
개인,Q1349-1,디지털 직무의 AI 기반 위험 탐지 드론 사용 경험은?,p1349drone
개인,Q1349-2,사용 목적은?,p1349purpose
개인,Q1349-3,사용 시 장애 요인은?,p1349barrier
개인,Q1349-4,정부 드론 정책 인식은?,p1349govpolicy
개인,Q1349-5,향후 정책 기대는?,p1349govhope
