구분,문항 번호,질문 내용,변수명
개인,Q229-1,디지털 권리 의식 수준은?,p229rightaware
개인,Q229-2,권리 침해 경험은?,p229rightexp
개인,Q229-3,대응 방식은?,p229rightreact
개인,Q229-4,법적 보호 장치 인식은?,p229rightlaw
개인,Q229-5,정책 개선 필요성 인식은?,p229rightneed
개인,Q230-1,디지털 시대 개인 정보 보호 인식은?,p230privacyaware
개인,Q230-2,정보 유출 경험은?,p230privacyexp
개인,Q230-3,대응 방식은?,p230privacyreact
개인,Q230-4,정부 대응 평가?,p230privacyeval
개인,Q230-5,추가 보호 필요성 인식은?,p230privacyneed
개인,Q231-1,디지털 시민활동 참여 여부는?,p231civactexp
개인,Q231-2,참여 분야는?,p231civacttype
개인,Q231-3,참여 동기는?,p231civactwhy
개인,Q231-4,활동 만족도는?,p231civactsat
개인,Q231-5,향후 참여 의향은?,p231civactwill
개인,Q232-1,디지털 격차 해소를 위한 정책 인식은?,p232gapaware
개인,Q232-2,정책 접촉 경험은?,p232gapexp
개인,Q232-3,정책 만족도는?,p232gapsat
개인,Q232-4,개선 필요 분야는?,p232gapneed
개인,Q232-5,지속 추진 필요성 인식은?,p232gapfuture
개인,Q233-1,디지털 생활환경 만족도는?,p233lifesat
개인,Q233-2,불만족 요인은?,p233lifeunsat
개인,Q233-3,개선 희망 사항은?,p233lifeneed
개인,Q233-4,정부 역할 인식은?,p233lifegov
개인,Q233-5,향후 기대 변화는?,p233lifefuture
