구분,문항 번호,질문 내용,변수명
개인,Q599-1,디지털 기술 기반 사회 공정성 인식은?,p599fairness
개인,Q599-2,공정성 체감 사례는?,p599example
개인,Q599-3,공정성 저해 요인은?,p599barrier
개인,Q599-4,정부 공정성 정책 인식은?,p599govpolicy
개인,Q599-5,향후 정책 기대는?,p599govhope
개인,Q600-1,디지털 사회에서의 자율성 체감 수준은?,p600autonomy
개인,Q600-2,자율성 확보 수단은?,p600means
개인,Q600-3,자율성 침해 경험은?,p600violation
개인,Q600-4,정부 자율성 보장 정책 인식은?,p600govpolicy
개인,Q600-5,향후 정책 기대는?,p600govhope
개인,Q601-1,디지털 정보 공유에 대한 인식은?,p601sharing
개인,Q601-2,공유 참여 경험은?,p601participation
개인,Q601-3,공유 장벽은?,p601barrier
개인,Q601-4,정부 정보 공유 정책 인식은?,p601govpolicy
개인,Q601-5,향후 정책 기대는?,p601govhope
개인,Q602-1,디지털 시대의 교육 평등 인식은?,p602equality
개인,Q602-2,교육 불평등 체감 사례는?,p602example
개인,Q602-3,불평등 해소 노력은?,p602effort
개인,Q602-4,정부 교육 평등 정책 인식은?,p602govpolicy
개인,Q602-5,향후 정책 기대는?,p602govhope
개인,Q603-1,디지털 기술의 삶의 균형에 대한 영향은?,p603balance
개인,Q603-2,삶의 균형 유지 전략은?,p603strategy
개인,Q603-3,균형 저해 요인은?,p603barrier
개인,Q603-4,정부 균형 정책 인식은?,p603govpolicy
개인,Q603-5,향후 정책 기대는?,p603govhope
