구분,문항 번호,질문 내용,변수명
개인,Q489-1,디지털 기술에 따른 직무 변화 경험은?,p489jobchange
개인,Q489-2,직무 변화에 대한 적응도는?,p489adapt
개인,Q489-3,직무 재교육 참여 여부는?,p489retraining
개인,Q489-4,정부 직무 지원 정책 인식은?,p489govpolicy
개인,Q489-5,향후 직무 지원 정책 기대는?,p489govhope
개인,Q490-1,디지털 기술 관련 개인정보 유출 경험은?,p490leak
개인,Q490-2,유출 후 대응 경험은?,p490response
개인,Q490-3,개인정보 보호 실천 수준은?,p490practice
개인,Q490-4,정부 개인정보 보호 정책 인식은?,p490govpolicy
개인,Q490-5,향후 보호 정책 기대는?,p490govhope
개인,Q491-1,디지털 기술로 인한 스트레스 체감도는?,p491stress
개인,Q491-2,스트레스 주요 원인은?,p491cause
개인,Q491-3,스트레스 해소 방법은?,p491relief
개인,Q491-4,정부 스트레스 대응 정책 인식은?,p491govpolicy
개인,Q491-5,향후 정책 기대는?,p491govhope
개인,Q492-1,디지털 기술의 공정성에 대한 인식은?,p492fairness
개인,Q492-2,불공정 사례 경험은?,p492unfair
개인,Q492-3,공정성 확보 노력은?,p492effort
개인,Q492-4,정부 공정 정책 인식은?,p492govpolicy
개인,Q492-5,향후 공정 정책 기대는?,p492govhope
개인,Q493-1,디지털 정보의 신뢰도 인식은?,p493trust
개인,Q493-2,가짜 뉴스 경험은?,p493fake
개인,Q493-3,정보 검증 시도 여부는?,p493verify
개인,Q493-4,정부 정보 검증 정책 인식은?,p493govpolicy
개인,Q493-5,향후 검증 정책 기대는?,p493govhope
