구분,문항 번호,질문 내용,변수명
개인,Q818-1,디지털 직무의 건강 인식은?,p818health
개인,Q818-2,건강 유지 방법은?,p818method
개인,Q818-3,건강 위협 요인은?,p818threat
개인,Q818-4,정부 건강 지원 정책 인식은?,p818govpolicy
개인,Q818-5,향후 정책 기대는?,p818govhope
개인,Q819-1,디지털 직무의 심리적 안정성 인식은?,p819psych
개인,Q819-2,심리적 안정 유지 방법은?,p819method
개인,Q819-3,심리적 위협 요인은?,p819threat
개인,Q819-4,정부 심리 안정 정책 인식은?,p819govpolicy
개인,Q819-5,향후 정책 기대는?,p819govhope
개인,Q820-1,디지털 직무의 삶의 질 인식은?,p820quality
개인,Q820-2,삶의 질 향상 요인은?,p820factor
개인,Q820-3,삶의 질 저해 요인은?,p820barrier
개인,Q820-4,정부 삶의 질 정책 인식은?,p820govpolicy
개인,Q820-5,향후 정책 기대는?,p820govhope
개인,Q821-1,디지털 직무의 사회 관계망 활용도는?,p821network
개인,Q821-2,관계망 형성 방식은?,p821method
개인,Q821-3,관계망 유지 어려움은?,p821barrier
개인,Q821-4,정부 사회 관계망 정책 인식은?,p821govpolicy
개인,Q821-5,향후 정책 기대는?,p821govhope
