구분,문항 번호,질문 내용,변수명
개인,Q664-1,디지털 직무의 스트레스 관리 인식은?,p664stressman
개인,Q664-2,스트레스 관리 방법은?,p664method
개인,Q664-3,스트레스 관리 장애 요인은?,p664barrier
개인,Q664-4,정부 스트레스 정책 인식은?,p664govpolicy
개인,Q664-5,향후 정책 기대는?,p664govhope
개인,Q665-1,디지털 직무의 삶의 만족도는?,p665life
개인,Q665-2,만족 요인은?,p665factor
개인,Q665-3,불만족 요인은?,p665barrier
개인,Q665-4,정부 삶의 만족도 정책 인식은?,p665govpolicy
개인,Q665-5,향후 정책 기대는?,p665govhope
개인,Q666-1,디지털 직무 수행 시 정보보호 인식은?,p666security
개인,Q666-2,보안 위협 경험은?,p666threat
개인,Q666-3,보안 강화를 위한 노력은?,p666effort
개인,Q666-4,정부 정보보호 정책 인식은?,p666govpolicy
개인,Q666-5,향후 정책 기대는?,p666govhope
개인,Q667-1,디지털 직무에서의 사생활 보호 인식은?,p667privacy
개인,Q667-2,사생활 침해 경험은?,p667violation
개인,Q667-3,사생활 보호 노력은?,p667effort
개인,Q667-4,정부 사생활 보호 정책 인식은?,p667govpolicy
개인,Q667-5,향후 정책 기대는?,p667govhope
개인,Q668-1,디지털 직무에서의 공정성 인식은?,p668fairness
개인,Q668-2,공정성 침해 경험은?,p668violation
개인,Q668-3,공정성 확보 노력은?,p668effort
개인,Q668-4,정부 공정성 정책 인식은?,p668govpolicy
개인,Q668-5,향후 정책 기대는?,p668govhope
