구분,문항 번호,질문 내용,변수명
개인,Q1130-1,디지털 직무의 업무 성취감 수준은?,p1130achievement
개인,Q1130-2,성취감 저해 요인은?,p1130barrier
개인,Q1130-3,성취감 제고 방안은?,p1130solution
개인,Q1130-4,정부 성취감 관련 정책 인식은?,p1130govpolicy
개인,Q1130-5,향후 정책 기대는?,p1130govhope
개인,Q1131-1,디지털 직무의 직장 내 신뢰 수준은?,p1131trust
개인,Q1131-2,신뢰 형성 장애 요인은?,p1131barrier
개인,Q1131-3,신뢰 형성 방안은?,p1131solution
개인,Q1131-4,정부 조직 신뢰 정책 인식은?,p1131govpolicy
개인,Q1131-5,향후 정책 기대는?,p1131govhope
개인,Q1132-1,디지털 직무의 직무 안정성 인식은?,p1132stability
개인,Q1132-2,불안정성 요인은?,p1132barrier
개인,Q1132-3,안정성 제고 방안은?,p1132solution
개인,Q1132-4,정부 안정성 정책 인식은?,p1132govpolicy
개인,Q1132-5,향후 정책 기대는?,p1132govhope
개인,Q1133-1,디지털 직무의 직무 만족도는?,p1133satisfaction
개인,Q1133-2,불만족 요인은?,p1133barrier
개인,Q1133-3,만족도 향상 방안은?,p1133solution
개인,Q1133-4,정부 직무 만족도 정책 인식은?,p1133govpolicy
개인,Q1133-5,향후 정책 기대는?,p1133govhope
