구분,문항 번호,질문 내용,변수명
개인,Q1198-1,디지털 직무의 자동화 기술 활용 경험은?,p1198auto
개인,Q1198-2,자동화 기술 활용 목적은?,p1198purpose
개인,Q1198-3,활용 장애 요인은?,p1198barrier
개인,Q1198-4,정부 자동화 정책 인식은?,p1198govpolicy
개인,Q1198-5,향후 정책 기대는?,p1198govhope
개인,Q1199-1,디지털 직무의 사이버 보안 인식은?,p1199security
개인,Q1199-2,보안 위협 경험은?,p1199issue
개인,Q1199-3,보안 강화 방안은?,p1199solution
개인,Q1199-4,정부 사이버 보안 정책 인식은?,p1199govpolicy
개인,Q1199-5,향후 정책 기대는?,p1199govhope
개인,Q1200-1,디지털 직무의 데이터 분석 활용 경험은?,p1200analytics
개인,Q1200-2,데이터 분석 목적은?,p1200purpose
개인,Q1200-3,분석 어려움은?,p1200barrier
개인,Q1200-4,정부 데이터 분석 정책 인식은?,p1200govpolicy
개인,Q1200-5,향후 정책 기대는?,p1200govhope
개인,Q1201-1,디지털 직무의 플랫폼 활용 경험은?,p1201platform
개인,Q1201-2,활용 목적은?,p1201purpose
개인,Q1201-3,플랫폼 활용 어려움은?,p1201barrier
개인,Q1201-4,정부 플랫폼 정책 인식은?,p1201govpolicy
개인,Q1201-5,향후 정책 기대는?,p1201govhope
