구분,문항 번호,질문 내용,변수명
개인,Q1338-1,디지털 직무의 AI 기반 사이버 보안 시스템 사용 경험은?,p1338cyber
개인,Q1338-2,사용 목적은?,p1338purpose
개인,Q1338-3,사용 시 장애 요인은?,p1338barrier
개인,Q1338-4,정부 사이버 보안 정책 인식은?,p1338govpolicy
개인,Q1338-5,향후 정책 기대는?,p1338govhope
개인,Q1339-1,디지털 직무의 AI 기반 침입 탐지 시스템 사용 경험은?,p1339ids
개인,Q1339-2,사용 목적은?,p1339purpose
개인,Q1339-3,사용 시 장애 요인은?,p1339barrier
개인,Q1339-4,정부 침입 탐지 정책 인식은?,p1339govpolicy
개인,Q1339-5,향후 정책 기대는?,p1339govhope
개인,Q1340-1,디지털 직무의 AI 기반 사용자 인증 시스템 사용 경험은?,p1340auth
개인,Q1340-2,사용 목적은?,p1340purpose
개인,Q1340-3,사용 시 장애 요인은?,p1340barrier
개인,Q1340-4,정부 인증 시스템 정책 인식은?,p1340govpolicy
개인,Q1340-5,향후 정책 기대는?,p1340govhope
개인,Q1341-1,디지털 직무의 AI 기반 데이터 암호화 시스템 사용 경험은?,p1341encrypt
개인,Q1341-2,사용 목적은?,p1341purpose
개인,Q1341-3,사용 시 장애 요인은?,p1341barrier
개인,Q1341-4,정부 암호화 정책 인식은?,p1341govpolicy
개인,Q1341-5,향후 정책 기대는?,p1341govhope
