구분,문항 번호,질문 내용,변수명
개인,Q914-1,디지털 직무의 직무 만족도는?,p914satisfaction
개인,Q914-2,만족스러운 요소는?,p914factor
개인,Q914-3,불만족 요인은?,p914barrier
개인,Q914-4,정부 직무 만족 정책 인식은?,p914govpolicy
개인,Q914-5,향후 정책 기대는?,p914govhope
개인,Q915-1,디지털 직무의 사회적 지지 인식은?,p915support
개인,Q915-2,주된 지지 제공자는?,p915provider
개인,Q915-3,지지 부족으로 인한 영향은?,p915impact
개인,Q915-4,정부 사회적 지지 정책 인식은?,p915govpolicy
개인,Q915-5,향후 정책 기대는?,p915govhope
개인,Q916-1,디지털 직무의 이직 고려 여부는?,p916move
개인,Q916-2,이직 고려 이유는?,p916reason
개인,Q916-3,이직 시 장애 요인은?,p916barrier
개인,Q916-4,정부 이직 지원 정책 인식은?,p916govpolicy
개인,Q916-5,향후 정책 기대는?,p916govhope
개인,Q917-1,디지털 직무의 전반적 직무 평가점수는?,p917score
개인,Q917-2,평가점수 결정 요인은?,p917factor
개인,Q917-3,점수 개선을 위한 조건은?,p917improve
개인,Q917-4,정부 전반 평가 정책 인식은?,p917govpolicy
개인,Q917-5,향후 정책 기대는?,p917govhope
