구분,문항 번호,질문 내용,변수명
개인,Q994-1,디지털 직무의 온라인 협업 도구 활용도는?,p994tools
개인,Q994-2,자주 사용하는 협업 도구는?,p994main
개인,Q994-3,협업 도구 활용의 어려움은?,p994barrier
개인,Q994-4,정부 협업 도구 지원 정책 인식은?,p994govpolicy
개인,Q994-5,향후 정책 기대는?,p994govhope
개인,Q995-1,디지털 직무의 스트레스 인식은?,p995stress
개인,Q995-2,스트레스 주요 원인은?,p995cause
개인,Q995-3,스트레스 해소 방법은?,p995relief
개인,Q995-4,정부 스트레스 관리 정책 인식은?,p995govpolicy
개인,Q995-5,향후 정책 기대는?,p995govhope
개인,Q996-1,디지털 직무의 직무 만족도는?,p996satisfaction
개인,Q996-2,만족 요인은?,p996factor
개인,Q996-3,불만족 요인은?,p996dissatisfaction
개인,Q996-4,정부 직무 만족 정책 인식은?,p996govpolicy
개인,Q996-5,향후 정책 기대는?,p996govhope
개인,Q997-1,디지털 직무의 성과 평가 경험은?,p997evaluation
개인,Q997-2,성과 평가 방식은?,p997method
개인,Q997-3,평가에 대한 만족도는?,p997satisfaction
개인,Q997-4,정부 성과 평가 제도 인식은?,p997govpolicy
개인,Q997-5,향후 정책 기대는?,p997govhope
