구분,문항 번호,질문 내용,변수명
개인,Q1138-1,디지털 직무의 직장 내 차별 경험 여부는?,p1138discrim
개인,Q1138-2,차별 원인은 무엇이라 생각하는가?,p1138cause
개인,Q1138-3,차별 해소 방안은?,p1138solution
개인,Q1138-4,정부 차별 해소 정책 인식은?,p1138govpolicy
개인,Q1138-5,향후 정책 기대는?,p1138govhope
개인,Q1139-1,디지털 직무의 성 평등 인식은?,p1139gender
개인,Q1139-2,성 평등 실현 장애 요인은?,p1139barrier
개인,Q1139-3,성 평등 촉진 방안은?,p1139solution
개인,Q1139-4,정부 성 평등 정책 인식은?,p1139govpolicy
개인,Q1139-5,향후 정책 기대는?,p1139govhope
개인,Q1140-1,디지털 직무의 외국인 근로자와의 협업 경험은?,p1140foreign
개인,Q1140-2,협업 중 겪은 어려움은?,p1140barrier
개인,Q1140-3,협업 개선 방안은?,p1140solution
개인,Q1140-4,정부 외국인 근로 정책 인식은?,p1140govpolicy
개인,Q1140-5,향후 정책 기대는?,p1140govhope
개인,Q1141-1,디지털 직무의 고령 근로자와의 협업 경험은?,p1141senior
개인,Q1141-2,세대 간 협업 장애 요인은?,p1141barrier
개인,Q1141-3,세대 간 협업 개선 방안은?,p1141solution
개인,Q1141-4,정부 세대 협업 정책 인식은?,p1141govpolicy
개인,Q1141-5,향후 정책 기대는?,p1141govhope
