구분,문항 번호,질문 내용,변수명
개인,Q634-1,디지털 사회에서의 참여 의식 수준은?,p634participation
개인,Q634-2,참여의 장벽은?,p634barrier
개인,Q634-3,참여 확대를 위한 노력은?,p634effort
개인,Q634-4,정부 참여 확대 정책 인식은?,p634govpolicy
개인,Q634-5,향후 정책 기대는?,p634govhope
개인,Q635-1,디지털 사회에서의 협업 경험은?,p635collab
개인,Q635-2,협업 방식은?,p635method
개인,Q635-3,협업의 어려움은?,p635difficulty
개인,Q635-4,정부 협업 지원 정책 인식은?,p635govpolicy
개인,Q635-5,향후 정책 기대는?,p635govhope
개인,Q636-1,디지털 기술에 대한 학습 경험은?,p636learning
개인,Q636-2,학습 내용은?,p636subject
개인,Q636-3,학습 장애 요인은?,p636barrier
개인,Q636-4,정부 디지털 학습 정책 인식은?,p636govpolicy
개인,Q636-5,향후 정책 기대는?,p636govhope
개인,Q637-1,디지털 사회에서의 사회적 책임 인식은?,p637responsibility
개인,Q637-2,책임 실천 경험은?,p637practice
개인,Q637-3,책임 실천 장벽은?,p637barrier
개인,Q637-4,정부 사회적 책임 정책 인식은?,p637govpolicy
개인,Q637-5,향후 정책 기대는?,p637govhope
개인,Q638-1,디지털 사회에서의 창업 경험 여부는?,p638startup
개인,Q638-2,창업 분야는?,p638field
개인,Q638-3,창업 장애 요인은?,p638barrier
개인,Q638-4,정부 창업 지원 정책 인식은?,p638govpolicy
개인,Q638-5,향후 정책 기대는?,p638govhope
