구분,문항 번호,질문 내용,변수명
개인,Q874-1,디지털 직무의 일에 대한 자율성 인식은?,p874autonomy
개인,Q874-2,자율성이 높은 이유는?,p874reason
개인,Q874-3,자율성 제약 요인은?,p874barrier
개인,Q874-4,정부 자율성 관련 정책 인식은?,p874govpolicy
개인,Q874-5,향후 정책 기대는?,p874govhope
개인,Q875-1,디지털 직무의 성취감 수준은?,p875achievement
개인,Q875-2,성취감을 느끼는 순간은?,p875moment
개인,Q875-3,성취감 저해 요인은?,p875barrier
개인,Q875-4,정부 성취 지원 정책 인식은?,p875govpolicy
개인,Q875-5,향후 정책 기대는?,p875govhope
개인,Q876-1,디지털 직무의 사회적 인정 경험은?,p876recognition
개인,Q876-2,인정받은 상황은?,p876situation
개인,Q876-3,인정 부족으로 인한 영향은?,p876impact
개인,Q876-4,정부 사회적 인정 정책 인식은?,p876govpolicy
개인,Q876-5,향후 정책 기대는?,p876govhope
개인,Q877-1,디지털 직무의 협력적 분위기 체감은?,p877cooperation
개인,Q877-2,협력적 분위기 조성 요인은?,p877factor
개인,Q877-3,협력 저해 요인은?,p877barrier
개인,Q877-4,정부 협력 촉진 정책 인식은?,p877govpolicy
개인,Q877-5,향후 정책 기대는?,p877govhope
