구분,문항 번호,질문 내용,변수명
개인,Q564-1,디지털 기술의 환경 인식 변화 영향은?,p564awareness
개인,Q564-2,환경 보호 실천 경험은?,p564practice
개인,Q564-3,디지털 기술과 환경 보호의 갈등 경험은?,p564conflict
개인,Q564-4,정부 환경 정책 인식은?,p564govpolicy
개인,Q564-5,향후 환경 정책 기대는?,p564govhope
개인,Q565-1,디지털 기술의 건강 인식 변화 영향은?,p565health
개인,Q565-2,건강 관련 디지털 서비스 이용 경험은?,p565use
개인,Q565-3,서비스 이용 중 문제 경험은?,p565problem
개인,Q565-4,정부 디지털 건강 정책 인식은?,p565govpolicy
개인,Q565-5,향후 정책 기대는?,p565govhope
개인,Q566-1,디지털 기술의 안전 인식 변화 경험은?,p566safety
개인,Q566-2,안전 관련 기술 활용 경험은?,p566use
개인,Q566-3,기술 활용의 어려움은?,p566difficulty
개인,Q566-4,정부 안전 기술 정책 인식은?,p566govpolicy
개인,Q566-5,향후 정책 기대는?,p566govhope
개인,Q567-1,디지털 기술의 교육 형평성 영향 인식은?,p567equity
개인,Q567-2,교육 격차 경험 여부는?,p567gap
개인,Q567-3,격차 해소 노력은?,p567effort
개인,Q567-4,정부 교육 형평 정책 인식은?,p567govpolicy
개인,Q567-5,향후 정책 기대는?,p567govhope
개인,Q568-1,디지털 기술의 세대 간 갈등 인식은?,p568generation
개인,Q568-2,세대 갈등 사례 경험은?,p568example
개인,Q568-3,갈등 해소 노력은?,p568effort
개인,Q568-4,정부 세대 통합 정책 인식은?,p568govpolicy
개인,Q568-5,향후 정책 기대는?,p568govhope
