구분,문항 번호,질문 내용,변수명
개인,Q334-1,디지털 시민 교육 필요성 인식은?,p334eduneed
개인,Q334-2,희망 교육 주제는?,p334edutopic
개인,Q334-3,교육 참여 경험은?,p334eduexp
개인,Q334-4,교육 만족도는?,p334edusat
개인,Q334-5,향후 참여 의향은?,p334eduwill
개인,Q335-1,디지털 관련 스트레스 경험은?,p335stress
개인,Q335-2,스트레스 원인은?,p335cause
개인,Q335-3,해소 방법은?,p335relieve
개인,Q335-4,지원 필요성 인식은?,p335support
개인,Q335-5,정부 역할 기대는?,p335govrole
개인,Q336-1,디지털 커뮤니케이션 만족도는?,p336comsat
개인,Q336-2,불만족 요인은?,p336comdissat
개인,Q336-3,개선 필요 영역은?,p336comfix
개인,Q336-4,정책 지원 인식은?,p336polaware
개인,Q336-5,향후 기대는?,p336futurehope
개인,Q337-1,디지털 소외 해소 체감도는?,p337exfeel
개인,Q337-2,해소 요인은?,p337exreason
개인,Q337-3,보완 필요성 인식은?,p337exfix
개인,Q337-4,정부 정책 만족도는?,p337govsat
개인,Q337-5,향후 정책 기대는?,p337govhope
개인,Q338-1,디지털 역량 자기 평가 수준은?,p338selfeval
개인,Q338-2,강점 영역은?,p338strength
개인,Q338-3,약점 영역은?,p338weakness
개인,Q338-4,강화 필요성 인식은?,p338need
개인,Q338-5,정부 역량 강화 지원 인식은?,p338govsupport
