구분,문항 번호,질문 내용,변수명
개인,Q1078-1,디지털 직무의 업무 집중도 수준은?,p1078focus
개인,Q1078-2,집중력 저하 요인은?,p1078barrier
개인,Q1078-3,집중력 향상 방안은?,p1078solution
개인,Q1078-4,정부 집중도 정책 인식은?,p1078govpolicy
개인,Q1078-5,향후 정책 기대는?,p1078govhope
개인,Q1079-1,디지털 직무의 대인관계 만족도는?,p1079relation
개인,Q1079-2,대인관계 갈등 경험은?,p1079conflict
개인,Q1079-3,관계 개선 방안은?,p1079solution
개인,Q1079-4,정부 대인관계 정책 인식은?,p1079govpolicy
개인,Q1079-5,향후 정책 기대는?,p1079govhope
개인,Q1080-1,디지털 직무의 조직 내 안전 인식은?,p1080safety
개인,Q1080-2,안전 위협 경험은?,p1080threat
개인,Q1080-3,안전 강화 방안은?,p1080solution
개인,Q1080-4,정부 안전 정책 인식은?,p1080govpolicy
개인,Q1080-5,향후 정책 기대는?,p1080govhope
개인,Q1081-1,디지털 직무의 협업 경험은?,p1081collab
개인,Q1081-2,협업 어려움은?,p1081barrier
개인,Q1081-3,협업 촉진 방안은?,p1081solution
개인,Q1081-4,정부 협업 정책 인식은?,p1081govpolicy
개인,Q1081-5,향후 정책 기대는?,p1081govhope
