구분,문항 번호,질문 내용,변수명
개인,Q890-1,디지털 직무의 기술 교육 경험은?,p890training
개인,Q890-2,가장 유익했던 교육 내용은?,p890best
개인,Q890-3,교육 참여 어려움은?,p890barrier
개인,Q890-4,정부 기술 교육 정책 인식은?,p890govpolicy
개인,Q890-5,향후 정책 기대는?,p890govhope
개인,Q891-1,디지털 직무의 복지 제도 만족도는?,p891welfare
개인,Q891-2,만족하는 복지 항목은?,p891satis
개인,Q891-3,불만족 요인은?,p891barrier
개인,Q891-4,정부 복지 정책 인식은?,p891govpolicy
개인,Q891-5,향후 정책 기대는?,p891govhope
개인,Q892-1,디지털 직무의 업무 도구 만족도는?,p892toolsatis
개인,Q892-2,업무 도구 불편 요인은?,p892barrier
개인,Q892-3,도구 개선 필요성은?,p892improve
개인,Q892-4,정부 업무 인프라 정책 인식은?,p892govpolicy
개인,Q892-5,향후 정책 기대는?,p892govhope
개인,Q893-1,디지털 직무의 커리어 비전 명확성은?,p893vision
개인,Q893-2,비전 수립에 참고하는 요소는?,p893factor
개인,Q893-3,비전 수립의 장애 요인은?,p893barrier
개인,Q893-4,정부 커리어 비전 정책 인식은?,p893govpolicy
개인,Q893-5,향후 정책 기대는?,p893govhope
