구분,문항 번호,질문 내용,변수명
개인,Q404-1,디지털 전환 이후 일상 변화 체감도는?,p404change
개인,Q404-2,긍정적인 일상 변화는?,p404positive
개인,Q404-3,부정적인 일상 변화는?,p404negative
개인,Q404-4,변화 대응 전략은?,p404strategy
개인,Q404-5,정부 대응 정책 체감도는?,p404govfeel
개인,Q405-1,디지털 기술로 인한 사회적 관계 변화는?,p405social
개인,Q405-2,관계 변화의 긍정적 측면은?,p405positive
개인,Q405-3,관계 변화의 부정적 측면은?,p405negative
개인,Q405-4,관계 유지 노력은?,p405effort
개인,Q405-5,정부의 사회 관계 지원 인식은?,p405govsupport
개인,Q406-1,디지털 기술 수용 의향은?,p406intention
개인,Q406-2,수용 의향에 영향을 준 요인은?,p406factor
개인,Q406-3,수용 의향을 저해한 요인은?,p406barrier
개인,Q406-4,수용 의향 강화 방안은?,p406enhance
개인,Q406-5,정부 수용 지원 정책 인식은?,p406govpolicy
개인,Q407-1,디지털 소외 경험은?,p407exclusion
개인,Q407-2,소외 원인은?,p407cause
개인,Q407-3,소외 해소 노력은?,p407effort
개인,Q407-4,정부 소외 해소 정책 체감도는?,p407govfeel
개인,Q407-5,정부 향후 정책 기대는?,p407govhope
개인,Q408-1,디지털 기술 변화 예측 능력은?,p408forecast
개인,Q408-2,예측이 필요한 영역은?,p408area
개인,Q408-3,예측을 위한 정보 활용 여부는?,p408info
개인,Q408-4,정부 예측 정보 제공 체감도는?,p408govinfo
개인,Q408-5,예측 지원 정책 기대는?,p408govhope
