구분,문항 번호,질문 내용,변수명
개인,Q1190-1,디지털 직무의 인공지능(AI) 활용 경험은?,p1190ai
개인,Q1190-2,AI 활용 목적은?,p1190purpose
개인,Q1190-3,AI 활용 장애 요인은?,p1190barrier
개인,Q1190-4,정부 AI 정책 인식은?,p1190govpolicy
개인,Q1190-5,향후 정책 기대는?,p1190govhope
개인,Q1191-1,디지털 직무의 로봇기술 활용 경험은?,p1191robot
개인,Q1191-2,로봇기술 활용 목적은?,p1191purpose
개인,Q1191-3,활용 장애 요인은?,p1191barrier
개인,Q1191-4,정부 로봇 정책 인식은?,p1191govpolicy
개인,Q1191-5,향후 정책 기대는?,p1191govhope
개인,Q1192-1,디지털 직무의 클라우드 서비스 활용 경험은?,p1192cloud
개인,Q1192-2,클라우드 서비스 활용 목적은?,p1192purpose
개인,Q1192-3,활용 장애 요인은?,p1192barrier
개인,Q1192-4,정부 클라우드 정책 인식은?,p1192govpolicy
개인,Q1192-5,향후 정책 기대는?,p1192govhope
개인,Q1193-1,디지털 직무의 IoT 기술 활용 경험은?,p1193iot
개인,Q1193-2,IoT 활용 목적은?,p1193purpose
개인,Q1193-3,IoT 활용 장애 요인은?,p1193barrier
개인,Q1193-4,정부 IoT 정책 인식은?,p1193govpolicy
개인,Q1193-5,향후 정책 기대는?,p1193govhope
