구분,문항 번호,질문 내용,변수명
개인,Q902-1,디지털 직무의 기술 혁신 수용 태도는?,p902innovation
개인,Q902-2,혁신 수용 촉진 요인은?,p902factor
개인,Q902-3,혁신 수용 저해 요인은?,p902barrier
개인,Q902-4,정부 기술 혁신 정책 인식은?,p902govpolicy
개인,Q902-5,향후 정책 기대는?,p902govhope
개인,Q903-1,디지털 직무의 조직 몰입도는?,p903commit
개인,Q903-2,몰입을 유도하는 요인은?,p903factor
개인,Q903-3,몰입 저해 요인은?,p903barrier
개인,Q903-4,정부 조직 몰입 정책 인식은?,p903govpolicy
개인,Q903-5,향후 정책 기대는?,p903govhope
개인,Q904-1,디지털 직무의 업무 다양성 체감은?,p904variety
개인,Q904-2,다양성 긍정 효과는?,p904effect
개인,Q904-3,업무 다양성의 어려움은?,p904barrier
개인,Q904-4,정부 업무 다양화 정책 인식은?,p904govpolicy
개인,Q904-5,향후 정책 기대는?,p904govhope
개인,Q905-1,디지털 직무의 커뮤니티 활동 참여 여부는?,p905community
개인,Q905-2,참여 목적은?,p905purpose
개인,Q905-3,참여의 어려움은?,p905barrier
개인,Q905-4,정부 커뮤니티 활동 지원 정책 인식은?,p905govpolicy
개인,Q905-5,향후 정책 기대는?,p905govhope
