구분,문항 번호,질문 내용,변수명
개인,Q854-1,디지털 직무의 자동화 도입 경험은?,p854automation
개인,Q854-2,자동화 도입에 대한 인식은?,p854perception
개인,Q854-3,자동화 도입의 장점은?,p854benefit
개인,Q854-4,자동화 도입의 단점은?,p854drawback
개인,Q854-5,정부 자동화 정책 인식은?,p854govpolicy
개인,Q855-1,디지털 직무의 협업 플랫폼 이용 경험은?,p855platform
개인,Q855-2,사용하는 플랫폼 종류는?,p855type
개인,Q855-3,협업 플랫폼의 장단점은?,p855procon
개인,Q855-4,플랫폼 활용의 어려움은?,p855barrier
개인,Q855-5,정부 플랫폼 지원 정책 인식은?,p855govpolicy
개인,Q856-1,디지털 직무의 원격근무 경험은?,p856remote
개인,Q856-2,원격근무 선호 이유는?,p856prefer
개인,Q856-3,원격근무의 장단점은?,p856procon
개인,Q856-4,원격근무 시 겪는 문제는?,p856issue
개인,Q856-5,정부 원격근무 정책 인식은?,p856govpolicy
개인,Q857-1,디지털 직무의 작업 환경 만족도는?,p857envsatis
개인,Q857-2,작업 환경에서 만족하는 요소는?,p857factor
개인,Q857-3,작업 환경 개선 필요 요소는?,p857barrier
개인,Q857-4,정부 작업 환경 정책 인식은?,p857govpolicy
개인,Q857-5,향후 정책 기대는?,p857govhope
