구분,문항 번호,질문 내용,변수명
개인,Q604-1,디지털 기술이 창의성 발휘에 미친 영향은?,p604creativity
개인,Q604-2,창의적 활동 경험은?,p604experience
개인,Q604-3,창의성 발휘 장애 요인은?,p604barrier
개인,Q604-4,정부 창의성 지원 정책 인식은?,p604govpolicy
개인,Q604-5,향후 정책 기대는?,p604govhope
개인,Q605-1,디지털 사회에서의 문화참여 경험은?,p605culture
개인,Q605-2,참여 방식은?,p605method
개인,Q605-3,참여 장벽은?,p605barrier
개인,Q605-4,정부 문화참여 정책 인식은?,p605govpolicy
개인,Q605-5,향후 정책 기대는?,p605govhope
개인,Q606-1,디지털 사회에서의 자기 표현 자유 인식은?,p606freedom
개인,Q606-2,표현 방식은?,p606method
개인,Q606-3,표현 제약 경험은?,p606restriction
개인,Q606-4,정부 표현의 자유 정책 인식은?,p606govpolicy
개인,Q606-5,향후 정책 기대는?,p606govhope
개인,Q607-1,디지털 사회의 다양성 존중 인식은?,p607respect
개인,Q607-2,다양성 체감 경험은?,p607experience
개인,Q607-3,다양성 침해 사례 인식은?,p607infringement
개인,Q607-4,정부 다양성 정책 인식은?,p607govpolicy
개인,Q607-5,향후 정책 기대는?,p607govhope
개인,Q608-1,디지털 기술이 인간관계에 미친 영향은?,p608relationship
개인,Q608-2,긍정적 변화 체감 사례는?,p608positive
개인,Q608-3,부정적 영향 사례는?,p608negative
개인,Q608-4,정부 인간관계 지원 정책 인식은?,p608govpolicy
개인,Q608-5,향후 정책 기대는?,p608govhope
