구분,문항 번호,질문 내용,변수명
개인,Q474-1,디지털 플랫폼 노동 경험은?,p474platform
개인,Q474-2,노동 만족도는?,p474satisfaction
개인,Q474-3,노동 관련 불만사항은?,p474issue
개인,Q474-4,정부 노동 보호 정책 인식은?,p474govpolicy
개인,Q474-5,향후 정책 기대는?,p474govhope
개인,Q475-1,디지털 시대의 인간관계 변화 인식은?,p475relationship
개인,Q475-2,관계 변화에 따른 긍정 경험은?,p475positive
개인,Q475-3,관계 변화에 따른 부정 경험은?,p475negative
개인,Q475-4,정부의 인간관계 회복 지원 정책 인식은?,p475govpolicy
개인,Q475-5,향후 정책 기대는?,p475govhope
개인,Q476-1,디지털 헬스케어 기기 이용 경험은?,p476device
개인,Q476-2,기기 이용 만족도는?,p476satisfaction
개인,Q476-3,기기 사용 불편사항은?,p476issue
개인,Q476-4,정부 디지털 헬스 정책 인식은?,p476govpolicy
개인,Q476-5,향후 헬스케어 정책 기대는?,p476govhope
개인,Q477-1,디지털 공공서비스 정보 접근성은?,p477access
개인,Q477-2,정보 이해도는?,p477understand
개인,Q477-3,정보 부족 경험은?,p477lack
개인,Q477-4,정부 정보 제공 정책 인식은?,p477govpolicy
개인,Q477-5,향후 정보 개선 기대는?,p477govhope
개인,Q478-1,디지털 역량 교육 참여 경험은?,p478training
개인,Q478-2,교육 내용 만족도는?,p478satisfaction
개인,Q478-3,교육 후 역량 향상 체감도는?,p478improve
개인,Q478-4,정부 교육 정책 인식은?,p478govpolicy
개인,Q478-5,향후 교육 확대 기대는?,p478govhope
