구분,문항 번호,질문 내용,변수명
개인,Q1158-1,디지털 직무의 업무 평가 제도에 대한 만족도는?,p1158eval
개인,Q1158-2,업무 평가 제도 불만족 요인은?,p1158barrier
개인,Q1158-3,평가 제도 개선 방안은?,p1158solution
개인,Q1158-4,정부 평가 제도 정책 인식은?,p1158govpolicy
개인,Q1158-5,향후 정책 기대는?,p1158govhope
개인,Q1159-1,디지털 직무의 리더십 체계에 대한 인식은?,p1159lead
개인,Q1159-2,리더십 부족 요인은?,p1159barrier
개인,Q1159-3,리더십 향상 방안은?,p1159solution
개인,Q1159-4,정부 리더십 정책 인식은?,p1159govpolicy
개인,Q1159-5,향후 정책 기대는?,p1159govhope
개인,Q1160-1,디지털 직무의 기술 혁신 수용 태도는?,p1160attitude
개인,Q1160-2,기술 혁신 수용 저해 요인은?,p1160barrier
개인,Q1160-3,수용 촉진 방안은?,p1160solution
개인,Q1160-4,정부 기술 혁신 정책 인식은?,p1160govpolicy
개인,Q1160-5,향후 정책 기대는?,p1160govhope
개인,Q1161-1,디지털 직무의 자기 주도성 인식은?,p1161autonomy
개인,Q1161-2,자기 주도성 발휘 어려움은?,p1161barrier
개인,Q1161-3,자기 주도성 향상 방안은?,p1161solution
개인,Q1161-4,정부 자기 주도성 지원 정책 인식은?,p1161govpolicy
개인,Q1161-5,향후 정책 기대는?,p1161govhope
