구분,문항 번호,질문 내용,변수명
개인,Q329-1,디지털 사회에 대한 전반적 만족도는?,p329satsoc
개인,Q329-2,불만족 주요 원인은?,p329dissatwhy
개인,Q329-3,개선 희망 분야는?,p329fixarea
개인,Q329-4,정책 개선 필요성 인식은?,p329fixneed
개인,Q329-5,개선 의견 제시 의향은?,p329fixwill
개인,Q330-1,디지털 기술 수용 변화 경험은?,p330accchange
개인,Q330-2,변화 원인은?,p330changereason
개인,Q330-3,수용 확산에 기여한 요인은?,p330accfactor
개인,Q330-4,정부 기여도 인식은?,p330govcontrib
개인,Q330-5,향후 수용 확대 방안은?,p330expandsol
개인,Q331-1,디지털 격차 감소 체감도는?,p331gapfeel
개인,Q331-2,감소 원인은?,p331gapreason
개인,Q331-3,격차 해소 노력 인식은?,p331effortaware
개인,Q331-4,정부 정책 만족도는?,p331govsat
개인,Q331-5,정책 개선 기대는?,p331govhope
개인,Q332-1,디지털 활용 능력 향상 체감도는?,p332skillfeel
개인,Q332-2,향상 원인은?,p332skillreason
개인,Q332-3,보완 필요 역량은?,p332needskill
개인,Q332-4,역량 강화 방안은?,p332skillplan
개인,Q332-5,정부 지원 기대는?,p332govsupport
개인,Q333-1,디지털 정책 체감도 변화는?,p333polfeelchange
개인,Q333-2,변화 요인은?,p333changefactor
개인,Q333-3,정부 신뢰도 인식은?,p333govtrust
개인,Q333-4,신뢰 향상 요인은?,p333trustgain
개인,Q333-5,정책 참여 의향은?,p333partwill
