구분,문항 번호,질문 내용,변수명
개인,Q698-1,디지털 직무 전환에 대한 준비 수준은?,p698readiness
개인,Q698-2,전환 준비 요인은?,p698factor
개인,Q698-3,전환 장애 요인은?,p698barrier
개인,Q698-4,정부 전환 정책 인식은?,p698govpolicy
개인,Q698-5,향후 정책 기대는?,p698govhope
개인,Q699-1,디지털 직무의 미래 직업 전망 인식은?,p699future
개인,Q699-2,긍정 전망 요인은?,p699positive
개인,Q699-3,부정 전망 요인은?,p699negative
개인,Q699-4,정부 미래 직업 정책 인식은?,p699govpolicy
개인,Q699-5,향후 정책 기대는?,p699govhope
개인,Q700-1,디지털 직무 관련 직무역량 변화 인식은?,p700competency
개인,Q700-2,역량 향상 요인은?,p700improve
개인,Q700-3,역량 저하 요인은?,p700decline
개인,Q700-4,정부 직무역량 정책 인식은?,p700govpolicy
개인,Q700-5,향후 정책 기대는?,p700govhope
개인,Q701-1,디지털 직무에서의 팀워크 경험은?,p701teamwork
개인,Q701-2,팀워크 형성 요인은?,p701factor
개인,Q701-3,팀워크 저해 요인은?,p701barrier
개인,Q701-4,정부 팀워크 정책 인식은?,p701govpolicy
개인,Q701-5,향후 정책 기대는?,p701govhope
