구분,문항 번호,질문 내용,변수명
개인,Q1070-1,디지털 직무의 직무 만족도는?,p1070satisfaction
개인,Q1070-2,만족 요인은?,p1070factor
개인,Q1070-3,불만족 요인은?,p1070dissatisfy
개인,Q1070-4,정부 직무 만족도 정책 인식은?,p1070govpolicy
개인,Q1070-5,향후 정책 기대는?,p1070govhope
개인,Q1071-1,디지털 직무의 이직 고려 여부는?,p1071consider
개인,Q1071-2,이직 고려 사유는?,p1071reason
개인,Q1071-3,이직 희망 분야는?,p1071field
개인,Q1071-4,정부 이직 지원 정책 인식은?,p1071govpolicy
개인,Q1071-5,향후 정책 기대는?,p1071govhope
개인,Q1072-1,디지털 직무의 복무 평가 인식은?,p1072eval
개인,Q1072-2,복무 평가 만족도는?,p1072satisfaction
개인,Q1072-3,복무 평가 개선 의견은?,p1072opinion
개인,Q1072-4,정부 복무 평가 정책 인식은?,p1072govpolicy
개인,Q1072-5,향후 정책 기대는?,p1072govhope
개인,Q1073-1,디지털 직무의 공정성 인식은?,p1073fairness
개인,Q1073-2,불공정 경험은?,p1073experience
개인,Q1073-3,공정성 확보 방안은?,p1073solution
개인,Q1073-4,정부 공정성 정책 인식은?,p1073govpolicy
개인,Q1073-5,향후 정책 기대는?,p1073govhope
