구분,문항 번호,질문 내용,변수명
개인,Q1274-1,디지털 직무의 증강현실(AR) 기술 활용 경험은?,p1274ar
개인,Q1274-2,활용 목적은?,p1274purpose
개인,Q1274-3,활용 시 장애 요인은?,p1274barrier
개인,Q1274-4,정부 AR 정책 인식은?,p1274govpolicy
개인,Q1274-5,향후 정책 기대는?,p1274govhope
개인,Q1275-1,디지털 직무의 가상현실(VR) 기술 활용 경험은?,p1275vr
개인,Q1275-2,활용 목적은?,p1275purpose
개인,Q1275-3,활용 시 장애 요인은?,p1275barrier
개인,Q1275-4,정부 VR 정책 인식은?,p1275govpolicy
개인,Q1275-5,향후 정책 기대는?,p1275govhope
개인,Q1276-1,디지털 직무의 블록체인 기술 활용 경험은?,p1276blockchain
개인,Q1276-2,활용 목적은?,p1276purpose
개인,Q1276-3,활용 시 장애 요인은?,p1276barrier
개인,Q1276-4,정부 블록체인 정책 인식은?,p1276govpolicy
개인,Q1276-5,향후 정책 기대는?,p1276govhope
개인,Q1277-1,디지털 직무의 디지털 트윈 기술 활용 경험은?,p1277twin
개인,Q1277-2,활용 목적은?,p1277purpose
개인,Q1277-3,활용 시 장애 요인은?,p1277barrier
개인,Q1277-4,정부 디지털 트윈 정책 인식은?,p1277govpolicy
개인,Q1277-5,향후 정책 기대는?,p1277govhope
