구분,문항 번호,질문 내용,변수명
개인,Q810-1,디지털 직무의 지역사회 기여 인식은?,p810community
개인,Q810-2,기여 활동 경험은?,p810experience
개인,Q810-3,기여 활동 장애 요인은?,p810barrier
개인,Q810-4,정부 지역사회 정책 인식은?,p810govpolicy
개인,Q810-5,향후 정책 기대는?,p810govhope
개인,Q811-1,디지털 직무의 가족과의 균형 인식은?,p811balance
개인,Q811-2,균형 유지 노력은?,p811effort
개인,Q811-3,균형 저해 요인은?,p811barrier
개인,Q811-4,정부 일가정 양립 정책 인식은?,p811govpolicy
개인,Q811-5,향후 정책 기대는?,p811govhope
개인,Q812-1,디지털 직무의 자기계발 인식은?,p812selfdev
개인,Q812-2,자기계발 활동 경험은?,p812experience
개인,Q812-3,자기계발 장애 요인은?,p812barrier
개인,Q812-4,정부 자기계발 정책 인식은?,p812govpolicy
개인,Q812-5,향후 정책 기대는?,p812govhope
개인,Q813-1,디지털 직무의 기술 변화 수용도는?,p813techaccept
개인,Q813-2,기술 변화 경험은?,p813experience
개인,Q813-3,기술 변화 수용 장애 요인은?,p813barrier
개인,Q813-4,정부 기술 변화 지원 정책 인식은?,p813govpolicy
개인,Q813-5,향후 정책 기대는?,p813govhope
