구분,문항 번호,질문 내용,변수명
개인,Q1318-1,디지털 직무의 AI 기반 공장 자동화 시스템 사용 경험은?,p1318factory
개인,Q1318-2,사용 목적은?,p1318purpose
개인,Q1318-3,사용 시 장애 요인은?,p1318barrier
개인,Q1318-4,정부 공장 자동화 정책 인식은?,p1318govpolicy
개인,Q1318-5,향후 정책 기대는?,p1318govhope
개인,Q1319-1,디지털 직무의 AI 기반 스마트 팜 시스템 사용 경험은?,p1319farm
개인,Q1319-2,사용 목적은?,p1319purpose
개인,Q1319-3,사용 시 장애 요인은?,p1319barrier
개인,Q1319-4,정부 스마트 팜 정책 인식은?,p1319govpolicy
개인,Q1319-5,향후 정책 기대는?,p1319govhope
개인,Q1320-1,디지털 직무의 AI 기반 수산업 자동화 시스템 사용 경험은?,p1320fishery
개인,Q1320-2,사용 목적은?,p1320purpose
개인,Q1320-3,사용 시 장애 요인은?,p1320barrier
개인,Q1320-4,정부 수산업 정책 인식은?,p1320govpolicy
개인,Q1320-5,향후 정책 기대는?,p1320govhope
개인,Q1321-1,디지털 직무의 AI 기반 스마트 광산 시스템 사용 경험은?,p1321mine
개인,Q1321-2,사용 목적은?,p1321purpose
개인,Q1321-3,사용 시 장애 요인은?,p1321barrier
개인,Q1321-4,정부 광업 정책 인식은?,p1321govpolicy
개인,Q1321-5,향후 정책 기대는?,p1321govhope
