구분,문항 번호,질문 내용,변수명
개인,Q1314-1,디지털 직무의 AI 기반 에너지 효율 시스템 사용 경험은?,p1314energy
개인,Q1314-2,사용 목적은?,p1314purpose
개인,Q1314-3,사용 시 장애 요인은?,p1314barrier
개인,Q1314-4,정부 에너지 효율 정책 인식은?,p1314govpolicy
개인,Q1314-5,향후 정책 기대는?,p1314govhope
개인,Q1315-1,디지털 직무의 AI 기반 탄소 배출 관리 시스템 사용 경험은?,p1315carbon
개인,Q1315-2,사용 목적은?,p1315purpose
개인,Q1315-3,사용 시 장애 요인은?,p1315barrier
개인,Q1315-4,정부 탄소 정책 인식은?,p1315govpolicy
개인,Q1315-5,향후 정책 기대는?,p1315govhope
개인,Q1316-1,디지털 직무의 AI 기반 자원 순환 시스템 사용 경험은?,p1316recycle
개인,Q1316-2,사용 목적은?,p1316purpose
개인,Q1316-3,사용 시 장애 요인은?,p1316barrier
개인,Q1316-4,정부 자원 순환 정책 인식은?,p1316govpolicy
개인,Q1316-5,향후 정책 기대는?,p1316govhope
개인,Q1317-1,디지털 직무의 AI 기반 환경 복원 시스템 사용 경험은?,p1317restoration
개인,Q1317-2,사용 목적은?,p1317purpose
개인,Q1317-3,사용 시 장애 요인은?,p1317barrier
개인,Q1317-4,정부 환경 복원 정책 인식은?,p1317govpolicy
개인,Q1317-5,향후 정책 기대는?,p1317govhope
