구분,문항 번호,질문 내용,변수명
개인,Q1270-1,디지털 직무의 스마트 팩토리 기술 활용 경험은?,p1270smartfactory
개인,Q1270-2,활용 목적은?,p1270purpose
개인,Q1270-3,활용 시 장애 요인은?,p1270barrier
개인,Q1270-4,정부 스마트 팩토리 정책 인식은?,p1270govpolicy
개인,Q1270-5,향후 정책 기대는?,p1270govhope
개인,Q1271-1,디지털 직무의 로봇 기술 활용 경험은?,p1271robot
개인,Q1271-2,활용 목적은?,p1271purpose
개인,Q1271-3,활용 시 장애 요인은?,p1271barrier
개인,Q1271-4,정부 로봇 기술 정책 인식은?,p1271govpolicy
개인,Q1271-5,향후 정책 기대는?,p1271govhope
개인,Q1272-1,디지털 직무의 드론 활용 경험은?,p1272drone
개인,Q1272-2,활용 목적은?,p1272purpose
개인,Q1272-3,활용 시 장애 요인은?,p1272barrier
개인,Q1272-4,정부 드론 정책 인식은?,p1272govpolicy
개인,Q1272-5,향후 정책 기대는?,p1272govhope
개인,Q1273-1,디지털 직무의 IoT 기술 활용 경험은?,p1273iot
개인,Q1273-2,활용 목적은?,p1273purpose
개인,Q1273-3,활용 시 장애 요인은?,p1273barrier
개인,Q1273-4,정부 IoT 정책 인식은?,p1273govpolicy
개인,Q1273-5,향후 정책 기대는?,p1273govhope
