구분,문항 번호,질문 내용,변수명
개인,Q169-1,인공지능(AI) 인식 수준은?,p169aiaware
개인,Q169-2,AI 활용 경험은?,p169aiuse
개인,Q169-3,활용 분야는?,p169aifield
개인,Q169-4,AI 신뢰 수준은?,p169aitrust
개인,Q169-5,향후 활용 의향은?,p169aiwill
개인,Q170-1,로봇 기술 인식 수준은?,p170robotaware
개인,Q170-2,로봇 활용 경험은?,p170robotuse
개인,Q170-3,활용 분야는?,p170robotfield
개인,Q170-4,기술 만족도는?,p170robotsat
개인,Q170-5,향후 활용 계획은?,p170robotplan
개인,Q171-1,빅데이터 인식 수준은?,p171bigaware
개인,Q171-2,활용 경험은?,p171biguse
개인,Q171-3,활용 분야는?,p171bigfield
개인,Q171-4,활용 만족도는?,p171bigsat
개인,Q171-5,향후 활용 계획은?,p171bigplan
개인,Q172-1,메타버스 인식 수준은?,p172metaaware
개인,Q172-2,이용 경험은?,p172metause
개인,Q172-3,활용 목적은?,p172metawhy
개인,Q172-4,만족도는?,p172metasat
개인,Q172-5,향후 활용 계획은?,p172metaplan
개인,Q173-1,디지털 전환 인식 수준은?,p173digitalaware
개인,Q173-2,체감 변화는?,p173digitalchange
개인,Q173-3,변화에 대한 만족도는?,p173digitalsat
개인,Q173-4,대응 노력 여부는?,p173digitaltry
개인,Q173-5,추가 교육 의향은?,p173digitaledu
