구분,문항 번호,질문 내용,변수명
개인,Q1370-1,디지털 직무의 AI 기반 병상 수요 예측 시스템 사용 경험은?,p1370beds
개인,Q1370-2,사용 목적은?,p1370purpose
개인,Q1370-3,사용 시 장애 요인은?,p1370barrier
개인,Q1370-4,정부 병상 수요 정책 인식은?,p1370govpolicy
개인,Q1370-5,향후 정책 기대는?,p1370govhope
개인,Q1371-1,디지털 직무의 AI 기반 의료 인력 수요 예측 시스템 사용 경험은?,p1371workforce
개인,Q1371-2,사용 목적은?,p1371purpose
개인,Q1371-3,사용 시 장애 요인은?,p1371barrier
개인,Q1371-4,정부 의료 인력 정책 인식은?,p1371govpolicy
개인,Q1371-5,향후 정책 기대는?,p1371govhope
개인,Q1372-1,디지털 직무의 AI 기반 노인 건강 예측 시스템 사용 경험은?,p1372senior
개인,Q1372-2,사용 목적은?,p1372purpose
개인,Q1372-3,사용 시 장애 요인은?,p1372barrier
개인,Q1372-4,정부 노인 건강 정책 인식은?,p1372govpolicy
개인,Q1372-5,향후 정책 기대는?,p1372govhope
개인,Q1373-1,디지털 직무의 AI 기반 아동 건강 예측 시스템 사용 경험은?,p1373child
개인,Q1373-2,사용 목적은?,p1373purpose
개인,Q1373-3,사용 시 장애 요인은?,p1373barrier
개인,Q1373-4,정부 아동 건강 정책 인식은?,p1373govpolicy
개인,Q1373-5,향후 정책 기대는?,p1373govhope
