구분,문항 번호,질문 내용,변수명
개인,Q894-1,디지털 직무의 기업문화 만족도는?,p894culture
개인,Q894-2,기업문화 긍정 요인은?,p894positive
개인,Q894-3,기업문화 개선 필요 요인은?,p894barrier
개인,Q894-4,정부 기업문화 관련 정책 인식은?,p894govpolicy
개인,Q894-5,향후 정책 기대는?,p894govhope
개인,Q895-1,디지털 직무의 조직 내 갈등 경험은?,p895conflict
개인,Q895-2,갈등 원인은?,p895cause
개인,Q895-3,갈등 해결 방법은?,p895resolve
개인,Q895-4,정부 조직문화 개선 정책 인식은?,p895govpolicy
개인,Q895-5,향후 정책 기대는?,p895govhope
개인,Q896-1,디지털 직무의 업무 자동화 체감 수준은?,p896automation
개인,Q896-2,자동화 도입 효과는?,p896effect
개인,Q896-3,자동화로 인한 우려는?,p896concern
개인,Q896-4,정부 자동화 정책 인식은?,p896govpolicy
개인,Q896-5,향후 정책 기대는?,p896govhope
개인,Q897-1,디지털 직무의 성과 평가 만족도는?,p897evaluation
개인,Q897-2,성과 평가 기준에 대한 신뢰도는?,p897trust
개인,Q897-3,평가 방식의 개선 필요성은?,p897barrier
개인,Q897-4,정부 성과 평가 정책 인식은?,p897govpolicy
개인,Q897-5,향후 정책 기대는?,p897govhope
