구분,문항 번호,질문 내용,변수명
개인,Q1166-1,디지털 직무의 협업 만족도는?,p1166collab
개인,Q1166-2,협업 장애 요인은?,p1166barrier
개인,Q1166-3,협업 촉진 방안은?,p1166solution
개인,Q1166-4,정부 협업 정책 인식은?,p1166govpolicy
개인,Q1166-5,향후 정책 기대는?,p1166govhope
개인,Q1167-1,디지털 직무의 팀워크 인식은?,p1167team
개인,Q1167-2,팀워크 저해 요인은?,p1167barrier
개인,Q1167-3,팀워크 향상 방안은?,p1167solution
개인,Q1167-4,정부 팀워크 정책 인식은?,p1167govpolicy
개인,Q1167-5,향후 정책 기대는?,p1167govhope
개인,Q1168-1,디지털 직무의 피드백 만족도는?,p1168feedback
개인,Q1168-2,피드백 부족 요인은?,p1168barrier
개인,Q1168-3,피드백 개선 방안은?,p1168solution
개인,Q1168-4,정부 피드백 정책 인식은?,p1168govpolicy
개인,Q1168-5,향후 정책 기대는?,p1168govhope
개인,Q1169-1,디지털 직무의 직무 명확성 인식은?,p1169clarity
개인,Q1169-2,직무 불명확성 요인은?,p1169barrier
개인,Q1169-3,직무 명확화 방안은?,p1169solution
개인,Q1169-4,정부 직무 구조화 정책 인식은?,p1169govpolicy
개인,Q1169-5,향후 정책 기대는?,p1169govhope
