구분,문항 번호,질문 내용,변수명
개인,Q179-1,미디어 교육 필요성 인식은?,p179mediaeduneed
개인,Q179-2,교육 희망 주제는?,p179mediatopic
개인,Q179-3,희망 교육 방식은?,p179mediaform
개인,Q179-4,참여 가능 시간대는?,p179mediatime
개인,Q179-5,정부 지원 기대 여부는?,p179mediagov
개인,Q180-1,디지털 시민의식 인식 수준은?,p180digicitizenaware
개인,Q180-2,실천 여부는?,p180digicitizenact
개인,Q180-3,실천 사례는?,p180digicitizencase
개인,Q180-4,필요 역량은?,p180digicitizenskill
개인,Q180-5,역량 강화 희망 여부는?,p180digicitizenwill
개인,Q181-1,디지털 문화 경험은?,p181digicultexp
개인,Q181-2,경험한 콘텐츠 종류는?,p181digicultexpwhat
개인,Q181-3,경험 만족도는?,p181digicultexpsat
개인,Q181-4,향후 이용 희망 콘텐츠는?,p181digicultfuture
개인,Q181-5,정부 지원 필요 인식은?,p181digicultgov
개인,Q182-1,온라인 여가 활용 경험은?,p182onlineleisure
개인,Q182-2,활용 콘텐츠는?,p182onlinecontent
개인,Q182-3,이용 시간대는?,p182onlinetime
개인,Q182-4,만족도는?,p182onlinesat
개인,Q182-5,향후 이용 계획은?,p182onlineplan
개인,Q183-1,디지털 불평등 인식은?,p183digiequalaware
개인,Q183-2,불평등 체감 경험은?,p183digiequalfeel
개인,Q183-3,문제 원인 인식은?,p183digiequalwhy
개인,Q183-4,해결 방법 제안은?,p183digiequalsolve
개인,Q183-5,정책 만족도는?,p183digiequalsat
