구분,문항 번호,질문 내용,변수명
개인,Q778-1,디지털 직무의 직무 만족도는?,p778satisfaction
개인,Q778-2,만족 요인은?,p778factor
개인,Q778-3,불만족 요인은?,p778barrier
개인,Q778-4,정부 직무 만족도 정책 인식은?,p778govpolicy
개인,Q778-5,향후 정책 기대는?,p778govhope
개인,Q779-1,디지털 직무의 직무 스트레스 인식은?,p779stress
개인,Q779-2,스트레스 원인은?,p779cause
개인,Q779-3,스트레스 해소 방법은?,p779relief
개인,Q779-4,정부 스트레스 정책 인식은?,p779govpolicy
개인,Q779-5,향후 정책 기대는?,p779govhope
개인,Q780-1,디지털 직무의 사회적 영향 인식은?,p780impact
개인,Q780-2,영향의 긍정적 요인은?,p780positive
개인,Q780-3,영향의 부정적 요인은?,p780negative
개인,Q780-4,정부 사회적 영향 정책 인식은?,p780govpolicy
개인,Q780-5,향후 정책 기대는?,p780govhope
개인,Q781-1,디지털 직무의 직무 몰입도는?,p781engagement
개인,Q781-2,몰입을 높이는 요인은?,p781factor
개인,Q781-3,몰입을 방해하는 요인은?,p781barrier
개인,Q781-4,정부 직무 몰입 정책 인식은?,p781govpolicy
개인,Q781-5,향후 정책 기대는?,p781govhope
