구분,문항 번호,질문 내용,변수명
개인,Q349-1,디지털 역량 자기 인식 수준은?,p349selfaware
개인,Q349-2,역량 향상 필요 영역은?,p349improvearea
개인,Q349-3,역량 개발 방법은?,p349developmethod
개인,Q349-4,정부 지원 활용 경험은?,p349govuse
개인,Q349-5,향후 정부 지원 필요성 인식은?,p349govneed
개인,Q350-1,디지털 전환에 대한 대응 준비도는?,p350ready
개인,Q350-2,준비 과정에서의 어려움은?,p350difficulty
개인,Q350-3,극복 방법은?,p350overcome
개인,Q350-4,정부의 지원 체감도는?,p350govfeel
개인,Q350-5,향후 정부의 역할 기대는?,p350govrole
개인,Q351-1,디지털 기술 신뢰 수준은?,p351trust
개인,Q351-2,신뢰의 근거는?,p351reason
개인,Q351-3,불신의 이유는?,p351distrust
개인,Q351-4,신뢰 회복을 위한 조건은?,p351recovery
개인,Q351-5,정부의 역할 인식은?,p351govview
개인,Q352-1,디지털 사회 통합 인식 수준은?,p352integration
개인,Q352-2,통합의 장애 요인은?,p352barrier
개인,Q352-3,통합 촉진 요인은?,p352promotion
개인,Q352-4,정부 통합 정책 인식은?,p352govpolicy
개인,Q352-5,정책 개선 기대는?,p352govhope
개인,Q353-1,디지털 기술 활용 만족도는?,p353satisfaction
개인,Q353-2,만족 원인은?,p353reason
개인,Q353-3,불만족 원인은?,p353dissatisfy
개인,Q353-4,개선 희망 사항은?,p353hope
개인,Q353-5,정부 기술 관련 지원 인식은?,p353govsupport
