구분,문항 번호,질문 내용,변수명
개인,Q379-1,디지털 기술 수용 과정에서의 주요 변화는?,p379change
개인,Q379-2,변화에 적응한 방법은?,p379adapt
개인,Q379-3,적응 중 어려움은?,p379difficulty
개인,Q379-4,극복한 요인은?,p379overcome
개인,Q379-5,정부 정책 도움 여부는?,p379govhelp
개인,Q380-1,디지털 정보 수용 태도는?,p380attitude
개인,Q380-2,수용 장애 요인은?,p380barrier
개인,Q380-3,극복 전략은?,p380strategy
개인,Q380-4,정부 지원 정책 체감도는?,p380govfeel
개인,Q380-5,향후 정책 개선 기대는?,p380govhope
개인,Q381-1,디지털 기술과 삶의 질 관계 인식은?,p381quality
개인,Q381-2,삶의 질 변화 체감도는?,p381change
개인,Q381-3,긍정적 변화 요인은?,p381positive
개인,Q381-4,부정적 변화 요인은?,p381negative
개인,Q381-5,정책의 삶의 질 영향 인식은?,p381govimpact
개인,Q382-1,디지털 불평등에 대한 인식은?,p382inequality
개인,Q382-2,불평등 경험 여부는?,p382experience
개인,Q382-3,불평등 해소 노력 경험은?,p382effort
개인,Q382-4,정부 정책 체감도는?,p382govfeel
개인,Q382-5,향후 정부 기대는?,p382govhope
개인,Q383-1,디지털 환경 변화에 대한 준비도는?,p383ready
개인,Q383-2,준비 과정에서의 장애는?,p383barrier
개인,Q383-3,준비를 위한 노력은?,p383effort
개인,Q383-4,지원 정책 인식은?,p383govpolicy
개인,Q383-5,정책 개선 요구는?,p383govdemand
